gene_name,ensembl,description,entrezgene
Zfp513,ENSRNOG00000005298,zinc finger protein 513 [Source:RGD Symbol;Acc:1310456],313913
Nfxl1,ENSRNOG00000058588,"nuclear transcription factor, X-box binding-like 1 [Source:RGD Symbol;Acc:1359201]",289595
Sgcb,ENSRNOG00000002135,"sarcoglycan, beta [Source:RGD Symbol;Acc:1594202]",680229
RF00026,ENSRNOG00000051676,,NA
Chst8,ENSRNOG00000022919,carbohydrate sulfotransferase 8 [Source:RGD Symbol;Acc:1308979],308511
Myt1,ENSRNOG00000017346,myelin transcription factor 1 [Source:RGD Symbol;Acc:1304899],362291
Reg3a,ENSRNOG00000006360,regenerating islet-derived 3 alpha [Source:RGD Symbol;Acc:621401],171162
AABR07029732.1,ENSRNOG00000054498,,NA
AC095278.2,ENSRNOG00000061008,UPF0746 protein DDB_G0281095-like [Source:NCBI gene;Acc:102555975],102555975
Tom1,ENSRNOG00000014093,target of myb1 membrane trafficking protein [Source:RGD Symbol;Acc:1308024],361370
Tox2,ENSRNOG00000008146,TOX high mobility group box family member 2 [Source:RGD Symbol;Acc:735184],311615
Runx2,ENSRNOG00000020193,runt-related transcription factor 2 [Source:RGD Symbol;Acc:2282],367218
AABR07062289.1,ENSRNOG00000055734,,100362996
AC118434.3,ENSRNOG00000055871,,NA
Olr1605,ENSRNOG00000021557,olfactory receptor 1605 [Source:RGD Symbol;Acc:1333947],289923
AABR07035091.2,ENSRNOG00000028544,,NA
AABR07061390.1,ENSRNOG00000054278,,NA
Alk,ENSRNOG00000008683,ALK receptor tyrosine kinase [Source:RGD Symbol;Acc:628622],266802
Olr347,ENSRNOG00000057869,olfactory receptor 347 [Source:RGD Symbol;Acc:1333760],405031
Nup98,ENSRNOG00000020347,nucleoporin 98 [Source:RGD Symbol;Acc:71033],81738
Cyp2a3,ENSRNOG00000020817,"cytochrome P450, family 2, subfamily a, polypeptide 3 [Source:RGD Symbol;Acc:2465]",24895
Cyp2a3,ENSRNOG00000020817,"cytochrome P450, family 2, subfamily a, polypeptide 3 [Source:RGD Symbol;Acc:2465]",24894
Cyp2a3,ENSRNOG00000020817,"cytochrome P450, family 2, subfamily a, polypeptide 3 [Source:RGD Symbol;Acc:2465]",24299
LOC499715,ENSRNOG00000033088,LRRGT00095 [Source:RGD Symbol;Acc:1561427],499715
AABR07031665.1,ENSRNOG00000061811,,NA
Hapln2,ENSRNOG00000018870,hyaluronan and proteoglycan link protein 2 [Source:RGD Symbol;Acc:621854],64057
Olr652,ENSRNOG00000049836,olfactory receptor 652 [Source:RGD Symbol;Acc:1334434],404831
LOC102547056,ENSRNOG00000061316,retinoic acid early-inducible protein 1-gamma-like [Source:RGD Symbol;Acc:7509852],102547056
AABR07062068.1,ENSRNOG00000058192,,NA
L3mbtl1,ENSRNOG00000007044,"L3MBTL1, histone methyl-lysine binding protein [Source:RGD Symbol;Acc:1307316]",311613
LOC102547734,ENSRNOG00000056918,uncharacterized LOC102547734 [Source:RGD Symbol;Acc:7545629],NA
Olr760,ENSRNOG00000027004,olfactory receptor 760 [Source:RGD Symbol;Acc:1333521],405957
Tmem41b,ENSRNOG00000010752,transmembrane protein 41B [Source:RGD Symbol;Acc:1310870],361626
Srgn,ENSRNOG00000000394,serglycin [Source:RGD Symbol;Acc:619969],56782
LOC689766,ENSRNOG00000021411,hypothetical protein LOC689766 [Source:RGD Symbol;Acc:1588722],689766
AABR07019099.1,ENSRNOG00000057030,,NA
Epha4,ENSRNOG00000013213,Eph receptor A4 [Source:RGD Symbol;Acc:1560587],316539
AABR07063640.2,ENSRNOG00000056615,,NA
Prss50,ENSRNOG00000037175,serine protease 50 [Source:RGD Symbol;Acc:6499372],NA
Rtkn,ENSRNOG00000059679,rhotekin [Source:RGD Symbol;Acc:727874],103692165
Gtf2a2,ENSRNOG00000056701,general transcription factor 2A subunit 2 [Source:RGD Symbol;Acc:620720],83828
Gtf2a2,ENSRNOG00000056701,general transcription factor 2A subunit 2 [Source:RGD Symbol;Acc:620720],103695118
Ppp4r4,ENSRNOG00000054052,"protein phosphatase 4, regulatory subunit 4 [Source:RGD Symbol;Acc:1560932]",500711
Ggta1l1,ENSRNOG00000042373,"glycoprotein, alpha-galactosyltransferase 1-like 1 [Source:RGD Symbol;Acc:1565200]",652927
LOC103691604,ENSRNOG00000056953,uncharacterized LOC103691604 [Source:RGD Symbol;Acc:9091700],NA
Vsig10,ENSRNOG00000022698,V-set and immunoglobulin domain containing 10 [Source:RGD Symbol;Acc:1565800],304529
Oip5,ENSRNOG00000057458,Opa interacting protein 5 [Source:RGD Symbol;Acc:1564263],NA
Map3k4,ENSRNOG00000017419,mitogen activated protein kinase kinase kinase 4 [Source:RGD Symbol;Acc:1311192],308106
Nrbp1,ENSRNOG00000050570,nuclear receptor binding protein 1 [Source:RGD Symbol;Acc:1589575],619579
AABR07044980.1,ENSRNOG00000061835,,NA
Hdhd5,ENSRNOG00000011338,haloacid dehalogenase like hydrolase domain containing 5 [Source:RGD Symbol;Acc:1306557],312680
AC130162.1,ENSRNOG00000034030,,NA
AABR07017576.1,ENSRNOG00000039487,,NA
AABR07024263.1,ENSRNOG00000052957,,NA
Pik3ca,ENSRNOG00000056371,"phosphatidylinositol-4,5-bisphosphate 3-kinase, catalytic subunit alpha [Source:RGD Symbol;Acc:620916]",170911
Ppp1r42,ENSRNOG00000006804,"protein phosphatase 1, regulatory subunit 42 [Source:RGD Symbol;Acc:1585679]",683514
LOC688672,ENSRNOG00000046740,"similar to eukaryotic translation initiation factor 4A, isoform 1 [Source:RGD Symbol;Acc:1586428]",NA
Ten1,ENSRNOG00000060307,TEN1 CST complex subunit [Source:RGD Symbol;Acc:1311078],360664
RGD1306474,ENSRNOG00000005790,similar to RIKEN cDNA 9530003J23 [Source:RGD Symbol;Acc:1306474],362881
Pkmyt1,ENSRNOG00000003657,"protein kinase, membrane associated tyrosine/threonine 1 [Source:RGD Symbol;Acc:1305434]",287101
AABR07049348.1,ENSRNOG00000008914,,NA
Fosl1,ENSRNOG00000020552,"FOS like 1, AP-1 transcription factor subunit [Source:RGD Symbol;Acc:2627]",25445
Prf1,ENSRNOG00000000562,perforin 1 [Source:RGD Symbol;Acc:708463],50669
Tmem245,ENSRNOG00000026271,transmembrane protein 245 [Source:RGD Symbol;Acc:1308958],298020
Aagab,ENSRNOG00000008424,alpha- and gamma-adaptin binding protein [Source:RGD Symbol;Acc:621601],171435
Btbd3,ENSRNOG00000008088,BTB domain containing 3 [Source:RGD Symbol;Acc:1311623],311462
Tax1bp1,ENSRNOG00000008393,Tax1 binding protein 1 [Source:RGD Symbol;Acc:708579],246244
Mustn1,ENSRNOG00000017369,"musculoskeletal, embryonic nuclear protein 1 [Source:RGD Symbol;Acc:727804]",290553
Nppb,ENSRNOG00000008141,natriuretic peptide B [Source:RGD Symbol;Acc:3194],25105
Pianp,ENSRNOG00000017052,PILR alpha associated neural protein [Source:RGD Symbol;Acc:1304952],312711
AABR07033570.2,ENSRNOG00000056964,,NA
Gpr153,ENSRNOG00000010718,G protein-coupled receptor 153 [Source:RGD Symbol;Acc:1564170],619550
Olr1551,ENSRNOG00000046134,olfactory receptor 1551 [Source:RGD Symbol;Acc:1333073],404981
Slc37a3,ENSRNOG00000008725,"solute carrier family 37, member 3 [Source:RGD Symbol;Acc:1310346]",312255
AABR07019286.1,ENSRNOG00000061694,,NA
Ankrd27,ENSRNOG00000052814,ankyrin repeat domain 27 [Source:RGD Symbol;Acc:1307106],361555
Asz1,ENSRNOG00000060343,"ankyrin repeat, SAM and basic leucine zipper domain containing 1 [Source:RGD Symbol;Acc:621579]",170578
Fa2h,ENSRNOG00000018950,fatty acid 2-hydroxylase [Source:RGD Symbol;Acc:1310347],307855
Il36g,ENSRNOG00000005701,"interleukin 36, gamma [Source:RGD Symbol;Acc:1563019]",499744
Atr,ENSRNOG00000010027,ATR serine/threonine kinase [Source:RGD Symbol;Acc:1305796],685055
Cadps,ENSRNOG00000008570,calcium dependent secretion activator [Source:RGD Symbol;Acc:708573],26989
Bcl9l,ENSRNOG00000012420,B-cell CLL/lymphoma 9-like [Source:RGD Symbol;Acc:1309096],300673
Frk,ENSRNOG00000000543,fyn-related Src family tyrosine kinase [Source:RGD Symbol;Acc:621423],79209
Mapk1,ENSRNOG00000001849,mitogen activated protein kinase 1 [Source:RGD Symbol;Acc:70500],116590
Chsy1,ENSRNOG00000012698,chondroitin sulfate synthase 1 [Source:RGD Symbol;Acc:1311904],292999
RF00066,ENSRNOG00000059831,,NA
Cdc37,ENSRNOG00000033426,cell division cycle 37 [Source:RGD Symbol;Acc:71006],114562
Entpd1,ENSRNOG00000014574,ectonucleoside triphosphate diphosphohydrolase 1 [Source:RGD Symbol;Acc:69265],64519
AABR07069433.1,ENSRNOG00000047395,,NA
Zfp773-ps1,ENSRNOG00000047061,"zinc finger protein 773, pseudogene 1 [Source:RGD Symbol;Acc:1563793]",NA
RF00003,ENSRNOG00000053389,,NA
RGD1308775,ENSRNOG00000004112,similar to RIKEN cDNA 4921536K21 [Source:RGD Symbol;Acc:1308775],305476
Pex5l,ENSRNOG00000011211,peroxisomal biogenesis factor 5-like [Source:RGD Symbol;Acc:708407],286937
Gramd1a,ENSRNOG00000021106,GRAM domain containing 1A [Source:RGD Symbol;Acc:1311022],361550
Fto,ENSRNOG00000011728,"FTO, alpha-ketoglutarate dependent dioxygenase [Source:RGD Symbol;Acc:1305121]",291905
Ccdc39,ENSRNOG00000011440,coiled-coil domain containing 39 [Source:RGD Symbol;Acc:1306277],310315
AABR07057353.1,ENSRNOG00000047073,,NA
Gnas,ENSRNOG00000025889,GNAS complex locus [Source:RGD Symbol;Acc:2716],24896
RF00004,ENSRNOG00000055706,,NA
Cfap69,ENSRNOG00000006114,cilia and flagella associated protein 69 [Source:RGD Symbol;Acc:6496360],100910867
Itgb1,ENSRNOG00000010966,integrin subunit beta 1 [Source:RGD Symbol;Acc:2927],24511
RF00019,ENSRNOG00000058165,,NA
Mgst1,ENSRNOG00000007743,microsomal glutathione S-transferase 1 [Source:RGD Symbol;Acc:70927],171341
Inpp5j,ENSRNOG00000019361,inositol polyphosphate-5-phosphatase J [Source:RGD Symbol;Acc:620541],171088
Pdlim2,ENSRNOG00000008543,PDZ and LIM domain 2 [Source:RGD Symbol;Acc:1359203],290354
Zfp467,ENSRNOG00000007707,zinc finger protein 467 [Source:RGD Symbol;Acc:1561603],500110
Sppl2b,ENSRNOG00000057881,signal peptide peptidase-like 2B [Source:RGD Symbol;Acc:1308556],362828
Tprkb,ENSRNOG00000050645,Tp53rk binding protein [Source:RGD Symbol;Acc:1309786],297411
Tprkb,ENSRNOG00000050645,Tp53rk binding protein [Source:RGD Symbol;Acc:1309786],103690067
AABR07062860.1,ENSRNOG00000048551,,NA
Sympk,ENSRNOG00000014353,symplekin [Source:RGD Symbol;Acc:1306735],292683
F2,ENSRNOG00000016325,coagulation factor II [Source:RGD Symbol;Acc:61996],29251
Ap1m1,ENSRNOG00000014454,adaptor related protein complex 1 subunit mu 1 [Source:RGD Symbol;Acc:1307653],306332
RF00560,ENSRNOG00000061296,,NA
Vrk3,ENSRNOG00000026517,vaccinia related kinase 3 [Source:RGD Symbol;Acc:1549692],361565
AABR07016556.2,ENSRNOG00000040438,,NA
Olr671,ENSRNOG00000053731,olfactory receptor 671 [Source:RGD Symbol;Acc:1334252],405949
Olr671,ENSRNOG00000053731,olfactory receptor 671 [Source:RGD Symbol;Acc:1334252],295880
Fam214a,ENSRNOG00000058522,"family with sequence similarity 214, member A [Source:RGD Symbol;Acc:1310552]",300836
AABR07063421.1,ENSRNOG00000055323,,NA
LOC680955,ENSRNOG00000040095,hypothetical protein LOC680955 [Source:RGD Symbol;Acc:1585834],680955
Clec4f,ENSRNOG00000013137,"C-type lectin domain family 4, member F [Source:RGD Symbol;Acc:621062]",114598
RF00398,ENSRNOG00000056880,,NA
Faap100,ENSRNOG00000036699,FA core complex associated protein 100 [Source:RGD Symbol;Acc:1306926],303742
RF00015,ENSRNOG00000060236,,NA
Rpgr,ENSRNOG00000003013,retinitis pigmentosa GTPase regulator [Source:RGD Symbol;Acc:1560136],367733
LOC317588,ENSRNOG00000030580,hypothetical protein LOC317588 [Source:RGD Symbol;Acc:1565204],NA
Arfgap2,ENSRNOG00000014429,ADP-ribosylation factor GTPase activating protein 2 [Source:RGD Symbol;Acc:1306177],362162
RF00096,ENSRNOG00000056054,"small nucleolar RNA, C/D box 118 [Source:MGI Symbol;Acc:MGI:3819519]",NA
Xrn2,ENSRNOG00000011785,5'-3' exoribonuclease 2 [Source:RGD Symbol;Acc:1310218],362229
Cabyr,ENSRNOG00000047436,calcium binding tyrosine phosphorylation regulated [Source:RGD Symbol;Acc:1585413],686189
Gnptab,ENSRNOG00000005228,N-acetylglucosamine-1-phosphate transferase subunits alpha and beta [Source:RGD Symbol;Acc:1564821],362865
AABR07053713.1,ENSRNOG00000056903,,NA
AABR07024954.1,ENSRNOG00000012174,,NA
RF00003,ENSRNOG00000059634,,NA
Marc1,ENSRNOG00000004101,mitochondrial amidoxime reducing component 1 [Source:RGD Symbol;Acc:1592219],690745
Alox5,ENSRNOG00000012972,arachidonate 5-lipoxygenase [Source:RGD Symbol;Acc:2096],25290
LOC100910308,ENSRNOG00000046308,multifunctional protein ADE2-like [Source:RGD Symbol;Acc:6499293],100910308
Bsnd,ENSRNOG00000006543,barttin CLCNK type accessory beta subunit [Source:RGD Symbol;Acc:621139],192675
RF00560,ENSRNOG00000056074,,NA
Bnip3,ENSRNOG00000017243,BCL2 interacting protein 3 [Source:RGD Symbol;Acc:620800],84480
Olr1493,ENSRNOG00000058040,olfactory receptor gene Olr1493 [Source:RGD Symbol;Acc:1549701],363640
Slco1c1,ENSRNOG00000009740,"solute carrier organic anion transporter family, member 1c1 [Source:RGD Symbol;Acc:628660]",84511
RGD1307461,ENSRNOG00000015718,similar to RIKEN cDNA 6430571L13 gene; similar to g20 protein [Source:RGD Symbol;Acc:1307461],300990
RF00560,ENSRNOG00000056912,,NA
Chga,ENSRNOG00000052549,chromogranin A [Source:RGD Symbol;Acc:2338],24258
Slc35a1,ENSRNOG00000008908,solute carrier family 35 member A1 [Source:RGD Symbol;Acc:1311359],313139
Dusp14l1,ENSRNOG00000046368,dual specificity phosphatase 14-like 1 [Source:RGD Symbol;Acc:1590821],365977
Acsf2,ENSRNOG00000003330,acyl-CoA synthetase family member 2 [Source:RGD Symbol;Acc:1562656],619561
Tmco1,ENSRNOG00000003928,transmembrane and coiled-coil domains 1 [Source:RGD Symbol;Acc:1359178],289196
Api5,ENSRNOG00000009689,apoptosis inhibitor 5 [Source:RGD Symbol;Acc:1309772],362170
Fancl,ENSRNOG00000027249,FA complementation group L [Source:RGD Symbol;Acc:1311427],305600
AABR07052897.1,ENSRNOG00000047747,,NA
RF00003,ENSRNOG00000056591,,NA
AABR07008285.1,ENSRNOG00000054616,,NA
RF00026,ENSRNOG00000054239,,NA
AABR07055309.1,ENSRNOG00000046498,,NA
Naa10,ENSRNOG00000060063,"N(alpha)-acetyltransferase 10, NatA catalytic subunit [Source:RGD Symbol;Acc:1565315]",363518
Akt1s1,ENSRNOG00000020289,AKT1 substrate 1 [Source:RGD Symbol;Acc:1312049],292887
Foxd2,ENSRNOG00000007759,forkhead box D2 [Source:RGD Symbol;Acc:1304642],313504
AC107505.1,ENSRNOG00000056171,,NA
Lpar3,ENSRNOG00000015260,lysophosphatidic acid receptor 3 [Source:RGD Symbol;Acc:620565],66025
Dbnl,ENSRNOG00000012378,drebrin-like [Source:RGD Symbol;Acc:70941],83527
Rnase13,ENSRNOG00000039500,ribonuclease A family member 13 [Source:RGD Symbol;Acc:1359386],497194
Gsap,ENSRNOG00000028801,gamma-secretase activating protein [Source:RGD Symbol;Acc:1563271],311984
Kcnv2,ENSRNOG00000012566,potassium voltage-gated channel modifier subfamily V member 2 [Source:RGD Symbol;Acc:1309271],294065
AABR07062664.1,ENSRNOG00000056230,,NA
AABR07018459.1,ENSRNOG00000057847,,NA
Isoc1,ENSRNOG00000019711,isochorismatase domain containing 1 [Source:RGD Symbol;Acc:1307632],364879
Sart1,ENSRNOG00000020475,"SART1, U4/U6.U5 tri-snRNP-associated protein 1 [Source:RGD Symbol;Acc:61930]",29678
Dynll2,ENSRNOG00000008921,dynein light chain LC8-type 2 [Source:RGD Symbol;Acc:619860],140734
Pak1ip1,ENSRNOG00000023799,PAK1 interacting protein 1 [Source:RGD Symbol;Acc:1565353],361232
AABR07006278.1,ENSRNOG00000020980,,NA
AABR07063751.1,ENSRNOG00000059011,,NA
Glrb,ENSRNOG00000010199,"glycine receptor, beta [Source:RGD Symbol;Acc:2706]",25456
AABR07044520.1,ENSRNOG00000060173,,NA
Smyd2,ENSRNOG00000003583,SET and MYND domain containing 2 [Source:RGD Symbol;Acc:727785],289372
AABR07053470.1,ENSRNOG00000058999,,NA
Rsph9,ENSRNOG00000019474,radial spoke head 9 homolog [Source:RGD Symbol;Acc:1310693],316238
AABR07062544.1,ENSRNOG00000053068,,NA
Olr415,ENSRNOG00000049460,olfactory receptor 415 [Source:RGD Symbol;Acc:1333209],296677
Cgm4,ENSRNOG00000042250,carcinoembryonic antigen gene family 4 [Source:RGD Symbol;Acc:1307652],308394
Cgm4,ENSRNOG00000042250,carcinoembryonic antigen gene family 4 [Source:RGD Symbol;Acc:1307652],24257
Gpalpp1,ENSRNOG00000001037,GPALPP motifs containing 1 [Source:RGD Symbol;Acc:1307254],298712
Mslnl,ENSRNOG00000039339,mesothelin-like [Source:RGD Symbol;Acc:1561732],363554
Taar2,ENSRNOG00000025951,trace amine associated receptor 2 [Source:RGD Symbol;Acc:1311240],294121
LOC500990,ENSRNOG00000038867,similar to RIKEN cDNA 4931429L15 [Source:RGD Symbol;Acc:1561633],500990
AABR07009599.2,ENSRNOG00000059333,,NA
Bclaf1,ENSRNOG00000058050,BCL2-associated transcription factor 1 [Source:RGD Symbol;Acc:1309704],293017
Bclaf1,ENSRNOG00000058050,BCL2-associated transcription factor 1 [Source:RGD Symbol;Acc:1309704],100911069
Olr286,ENSRNOG00000018955,olfactory receptor 286 [Source:RGD Symbol;Acc:1333221],365384
Zfp472,ENSRNOG00000004572,zinc finger protein 472 [Source:RGD Symbol;Acc:727944],314587
AABR07010160.2,ENSRNOG00000058063,,NA
LOC100909940,ENSRNOG00000053249,olfactory receptor 8J3-like [Source:RGD Symbol;Acc:6501009],295759
Syncrip,ENSRNOG00000000204,"synaptotagmin binding, cytoplasmic RNA interacting protein [Source:RGD Symbol;Acc:1305683]",363113
RGD1565660,ENSRNOG00000043130,similar to CDNA sequence BC061212 [Source:RGD Symbol;Acc:1565660],501896
AABR07011145.1,ENSRNOG00000059427,,NA
Dbx2,ENSRNOG00000006885,developing brain homeobox 2 [Source:RGD Symbol;Acc:1359605],541457
AABR07039245.1,ENSRNOG00000027980,,NA
Lmcd1,ENSRNOG00000005690,LIM and cysteine-rich domains 1 [Source:RGD Symbol;Acc:1308963],494021
AABR07024441.1,ENSRNOG00000049069,,NA
Sgsm3,ENSRNOG00000018745,small G protein signaling modulator 3 [Source:RGD Symbol;Acc:735113],362963
Olr88,ENSRNOG00000060826,olfactory receptor 88 [Source:RGD Symbol;Acc:1333956],405013
Cox15,ENSRNOG00000017230,COX15 cytochrome c oxidase assembly homolog [Source:RGD Symbol;Acc:1312043],309391
RGD1560795,ENSRNOG00000028235,similar to Sepiapterin reductase (SPR) [Source:RGD Symbol;Acc:1560795],297402
AABR07031485.1,ENSRNOG00000061292,,NA
Tnfsf15,ENSRNOG00000008930,TNF superfamily member 15 [Source:RGD Symbol;Acc:628735],252878
Slc7a5,ENSRNOG00000018824,solute carrier family 7 member 5 [Source:RGD Symbol;Acc:620639],50719
Agtr1a,ENSRNOG00000018346,"angiotensin II receptor, type 1a [Source:RGD Symbol;Acc:2070]",24180
Etv3l,ENSRNOG00000043511,ets variant 3-like [Source:RGD Symbol;Acc:1562620],499651
AABR07043601.3,ENSRNOG00000049551,,NA
Hist1h2bo,ENSRNOG00000054296,histone cluster 1 H2B family member o [Source:RGD Symbol;Acc:1311828],291157
Pced1b,ENSRNOG00000022807,PC-esterase domain containing 1B [Source:RGD Symbol;Acc:1561028],315283
Alms1,ENSRNOG00000022343,"ALMS1, centrosome and basal body associated protein [Source:RGD Symbol;Acc:1311590]",297408
Rrp15,ENSRNOG00000002450,ribosomal RNA processing 15 homolog [Source:RGD Symbol;Acc:1306106],360895
Sesn2,ENSRNOG00000042785,sestrin 2 [Source:RGD Symbol;Acc:1566319],502988
Rps15al4,ENSRNOG00000053756,ribosomal protein S15A-like 4 [Source:RGD Symbol;Acc:2319559],NA
Ing4,ENSRNOG00000023363,"inhibitor of growth family, member 4 [Source:RGD Symbol;Acc:1309407]",297597
LOC100359687,ENSRNOG00000045785,mitochondrial ribosomal protein L1-like [Source:RGD Symbol;Acc:2325044],100359687
Asip,ENSRNOG00000017701,agouti signaling protein [Source:NCBI gene;Acc:24152],24152
AABR07047036.1,ENSRNOG00000061874,,NA
Myo18a,ENSRNOG00000033101,myosin XVIIIa [Source:RGD Symbol;Acc:1562698],360570
Osgep,ENSRNOG00000009333,O-sialoglycoprotein endopeptidase [Source:RGD Symbol;Acc:1308578],290028
Mxra8,ENSRNOG00000019244,matrix remodeling associated 8 [Source:RGD Symbol;Acc:1359356],313770
AABR07002623.1,ENSRNOG00000038251,,NA
AABR07059900.1,ENSRNOG00000046454,,NA
Alg8,ENSRNOG00000012292,"ALG8, alpha-1,3-glucosyltransferase [Source:RGD Symbol;Acc:1305468]",293129
LOC103690175,ENSRNOG00000002276,PHD finger protein 6 [Source:RGD Symbol;Acc:9471618],100359714
LOC103690175,ENSRNOG00000002276,PHD finger protein 6 [Source:RGD Symbol;Acc:9471618],103690175
Prss40,ENSRNOG00000014001,"protease, serine, 40 [Source:RGD Symbol;Acc:1561330]",316318
Mir154,ENSRNOG00000035600,microRNA 154 [Source:RGD Symbol;Acc:2325562],NA
AC106648.1,ENSRNOG00000042252,,NA
Trarg1,ENSRNOG00000022239,trafficking regulator of GLUT4 (SLC2A4) 1 [Source:RGD Symbol;Acc:1307639],360576
AABR07029262.1,ENSRNOG00000029706,,NA
Mad1l1,ENSRNOG00000001265,mitotic arrest deficient 1 like 1 [Source:RGD Symbol;Acc:1596881],680006
AABR07025763.1,ENSRNOG00000048896,,NA
AABR07013302.1,ENSRNOG00000055038,,NA
LOC102551265,ENSRNOG00000030551,phospholipid scramblase 1-like [Source:RGD Symbol;Acc:7575278],102551265
E2f6,ENSRNOG00000004449,E2F transcription factor 6 [Source:RGD Symbol;Acc:631412],313978
RF00056,ENSRNOG00000057324,,NA
RF00181,ENSRNOG00000059106,,NA
RF00026,ENSRNOG00000061568,,NA
Olr1383,ENSRNOG00000047402,olfactory receptor 1383 [Source:RGD Symbol;Acc:1333300],287232
RF00019,ENSRNOG00000061560,"predicted gene, 24184 [Source:MGI Symbol;Acc:MGI:5453961]",NA
AABR07018048.2,ENSRNOG00000059279,,NA
AABR07021066.1,ENSRNOG00000039332,,NA
RF00100,ENSRNOG00000059196,,NA
AABR07061801.2,ENSRNOG00000060820,,NA
Rlf,ENSRNOG00000027921,rearranged L-myc fusion [Source:RGD Symbol;Acc:1305297],313566
Pxdc1,ENSRNOG00000017093,PX domain containing 1 [Source:RGD Symbol;Acc:1311307],361238
RF00191,ENSRNOG00000057375,,NA
RF00560,ENSRNOG00000059892,,NA
Clip1,ENSRNOG00000001247,CAP-GLY domain containing linker protein 1 [Source:RGD Symbol;Acc:67404],65201
Trim14,ENSRNOG00000008922,tripartite motif-containing 14 [Source:RGD Symbol;Acc:1311514],313236
Slc10a3,ENSRNOG00000060580,"solute carrier family 10, member 3 [Source:RGD Symbol;Acc:1563513]",501665
RF00322,ENSRNOG00000058048,,NA
AABR07058476.1,ENSRNOG00000023122,apolipoprotein L 11a [Source:NCBI gene;Acc:300060],300060
AABR07052585.3,ENSRNOG00000050734,,NA
Gtpbp6,ENSRNOG00000048168,GTP binding protein 6 (putative) [Source:RGD Symbol;Acc:1305954],363931
AABR07061535.1,ENSRNOG00000054758,,NA
Papss2,ENSRNOG00000011068,3'-phosphoadenosine 5'-phosphosulfate synthase 2 [Source:RGD Symbol;Acc:1307012],294103
RF00108,ENSRNOG00000059154,,NA
AABR07028970.1,ENSRNOG00000050873,,NA
Dcbld1,ENSRNOG00000000407,"discoidin, CUB and LCCL domain containing 1 [Source:RGD Symbol;Acc:1307211]",309773
Olr44,ENSRNOG00000018512,olfactory receptor 44 [Source:RGD Symbol;Acc:1333531],293193
RF00002,ENSRNOG00000054106,,NA
AABR07009927.1,ENSRNOG00000053963,,NA
Ccdc88c,ENSRNOG00000004482,coiled-coil domain containing 88C [Source:RGD Symbol;Acc:1307429],362770
Pa2g4,ENSRNOG00000004904,proliferation-associated 2G4 [Source:RGD Symbol;Acc:1302994],288778
AC139392.1,ENSRNOG00000043550,,NA
AABR07070098.1,ENSRNOG00000050412,,NA
AC098750.1,ENSRNOG00000053928,,NA
RF00100,ENSRNOG00000057991,,NA
Cacna2d2,ENSRNOG00000015835,calcium voltage-gated channel auxiliary subunit alpha2delta 2 [Source:RGD Symbol;Acc:631360],300992
Mir3541,ENSRNOG00000048716,microRNA 3541 [Source:RGD Symbol;Acc:4888563],NA
LOC502176,ENSRNOG00000030321,hypothetical protein LOC502176 [Source:RGD Symbol;Acc:1560919],502176
LOC100909573,ENSRNOG00000050402,olfactory receptor 4F6-like [Source:RGD Symbol;Acc:6503041],404793
RF00108,ENSRNOG00000053833,,NA
Smtnl1,ENSRNOG00000007516,smoothelin-like 1 [Source:RGD Symbol;Acc:1311701],311167
Olr1417,ENSRNOG00000047803,olfactory receptor 1417 [Source:RGD Symbol;Acc:1333640],405368
RF00066,ENSRNOG00000055582,,NA
AABR07043167.3,ENSRNOG00000060383,,NA
Rnf144a,ENSRNOG00000007370,ring finger protein 144A [Source:RGD Symbol;Acc:1561737],500636
AABR07030162.1,ENSRNOG00000031560,,NA
Kif24,ENSRNOG00000012735,kinesin family member 24 [Source:RGD Symbol;Acc:1307723],313170
RF00026,ENSRNOG00000052281,,NA
AABR07019243.1,ENSRNOG00000048381,,NA
Ddx23,ENSRNOG00000060154,DEAD-box helicase 23 [Source:RGD Symbol;Acc:1308685],300208
Dhps,ENSRNOG00000004219,deoxyhypusine synthase [Source:RGD Symbol;Acc:1303326],288923
RF00001,ENSRNOG00000035323,,NA
RF00100,ENSRNOG00000058301,,NA
Nell2,ENSRNOG00000006235,neural EGFL like 2 [Source:RGD Symbol;Acc:620999],81734
RF00024,ENSRNOG00000054124,,NA
Hbz,ENSRNOG00000020536,hemoglobin subunit zeta [Source:RGD Symbol;Acc:1307486],287168
Clca4l,ENSRNOG00000036877,chloride channel calcium activated 4-like [Source:RGD Symbol;Acc:1591945],499721
AABR07043040.1,ENSRNOG00000056923,,NA
Olr1437,ENSRNOG00000048938,olfactory receptor 1437 [Source:RGD Symbol;Acc:1332708],287325
RF02271,ENSRNOG00000056950,"predicted gene, 27980 [Source:MGI Symbol;Acc:MGI:5531362]",NA
AABR07029198.2,ENSRNOG00000056896,,NA
RF00560,ENSRNOG00000052723,,NA
Msi2,ENSRNOG00000025338,musashi RNA-binding protein 2 [Source:RGD Symbol;Acc:1560397],NA
Arpc4,ENSRNOG00000008994,"actin related protein 2/3 complex, subunit 4 [Source:RGD Symbol;Acc:1310096]",297518
Tmem65,ENSRNOG00000008934,transmembrane protein 65 [Source:RGD Symbol;Acc:1563224],500874
RF00100,ENSRNOG00000052337,,NA
AABR07053787.1,ENSRNOG00000047733,,NA
AABR07013288.1,ENSRNOG00000048336,,NA
