gene_name,ensembl,description,entrezgene
Papss,FBgn0020389,PAPS synthetase [Source:FlyBase;Acc:FBgn0020389],40167
CG30373,FBgn0050373,,246573
CG6602,FBgn0035673,,38691
Lam,FBgn0002525,Lamin [Source:FlyBase;Acc:FBgn0002525],33782
CG34132,FBgn0083968,,4379884
Dp,FBgn0011763,DP transcription factor [Source:FlyBase;Acc:FBgn0011763],36461
CG15630,FBgn0031627,,33676
CarT,FBgn0032879,Carcinine transporter [Source:FlyBase;Acc:FBgn0032879],35334
CG6324,FBgn0030647,,32481
CG40228,FBgn0063670,,5740664
Pka-R1,FBgn0259243,"Protein kinase, cAMP-dependent, regulatory subunit type 1 [Source:FlyBase;Acc:FBgn0259243]",40305
Osbp,FBgn0020626,Oxysterol binding protein [Source:FlyBase;Acc:FBgn0020626],42985
CG13126,FBgn0032168,,34323
CR44266,FBgn0265252,,NA
CR44589,FBgn0265800,,NA
Nop56,FBgn0038964,,42633
CR45815,FBgn0267465,,NA
Trim9,FBgn0051721,Tripartite motif containing 9 [Source:FlyBase;Acc:FBgn0051721],34453
CG9875,FBgn0034850,,37698
CG42747,FBgn0261801,,38732
CG16853,FBgn0028941,,34771
sif,FBgn0085447,still life [Source:FlyBase;Acc:FBgn0085447],43892
CG16825,FBgn0032503,,34739
Tsp97E,FBgn0039465,Tetraspanin 97E [Source:FlyBase;Acc:FBgn0039465],43241
vtd,FBgn0260987,verthandi [Source:FlyBase;Acc:FBgn0260987],3354896
mtRNApol,FBgn0261938,mitochondrial RNA polymerase [Source:FlyBase;Acc:FBgn0261938],33285
Bre1,FBgn0086694,,38652
CR44075,FBgn0264884,,NA
DPCoAC,FBgn0067783,Dephosphocoenzyme A carrier [Source:FlyBase;Acc:FBgn0067783],42429
Takl1,FBgn0046689,Tak1-like 1 [Source:FlyBase;Acc:FBgn0046689],318725
CG5493,FBgn0034364,,37139
Bsg,FBgn0261822,Basigin [Source:FlyBase;Acc:FBgn0261822],318841
CR45142,FBgn0266635,,NA
CR45367,FBgn0266907,,NA
CG31111,FBgn0051111,,318595
CG33770,FBgn0053770,,3772256
CG4587,FBgn0028863,,34921
CG11257,FBgn0034442,,37227
CG5913,FBgn0039385,,43132
Rab10,FBgn0015789,,33025
CR44500,FBgn0265693,,NA
Uxs,FBgn0035848,UDP-xylose synthase [Source:FlyBase;Acc:FBgn0035848],38911
Dscam3,FBgn0261046,Down syndrome cell adhesion molecule 3 [Source:FlyBase;Acc:FBgn0261046],42103
row,FBgn0033998,relative of woc [Source:FlyBase;Acc:FBgn0033998],36685
CR10032,FBgn0037493,,NA
CR46213,FBgn0267933,,NA
CR32821,FBgn0052821,,NA
mey,FBgn0039851,morpheyus [Source:FlyBase;Acc:FBgn0039851],43715
CG43337,FBgn0263042,,12798544
Spn88Eb,FBgn0038299,Serpin 88Eb [Source:FlyBase;Acc:FBgn0038299],41829
CR44054,FBgn0264863,,NA
CG11857,FBgn0039303,,43042
His2A:CG33862,FBgn0053862,,3772345
His2A:CG33862,FBgn0053862,,3771783
His2A:CG33862,FBgn0053862,,3772541
His2A:CG33862,FBgn0053862,,3772351
His2A:CG33862,FBgn0053862,,3772632
His2A:CG33862,FBgn0053862,,318855
His2A:CG33862,FBgn0053862,,3772148
His2A:CG33862,FBgn0053862,,3772565
His2A:CG33862,FBgn0053862,,3772278
His2A:CG33862,FBgn0053862,,3772448
His2A:CG33862,FBgn0053862,,3772447
His2A:CG33862,FBgn0053862,,3772360
His2A:CG33862,FBgn0053862,,3771774
His2A:CG33862,FBgn0053862,,3772505
His2A:CG33862,FBgn0053862,,3771785
His2A:CG33862,FBgn0053862,,3772618
His2A:CG33862,FBgn0053862,,3772282
Hmx,FBgn0264005,H6-like-homeobox [Source:FlyBase;Acc:FBgn0264005],42110
step,FBgn0086779,steppke [Source:FlyBase;Acc:FBgn0086779],35425
CG13679,FBgn0035856,,38919
RpS6,FBgn0261592,Ribosomal protein S6 [Source:FlyBase;Acc:FBgn0261592],31700
RhoGAP15B,FBgn0030808,Rho GTPase activating protein at 15B [Source:FlyBase;Acc:FBgn0030808],32686
CR45237,FBgn0266772,,NA
CG14780,FBgn0025383,,31102
Desat2,FBgn0043043,Desaturase 2 [Source:FlyBase;Acc:FBgn0043043],41536
CG43138,FBgn0262612,,12797949
Shawn,FBgn0031039,,3772641
CG7708,FBgn0038641,,42245
Jon25Biii,FBgn0031653,Jonah 25Biii [Source:FlyBase;Acc:FBgn0031653],33706
Ubc2,FBgn0015320,Ubiquitin conjugating enzyme 2 [Source:FlyBase;Acc:FBgn0015320],34487
CG34435,FBgn0085464,,31471
CG8549,FBgn0035714,,38749
mir-304,FBgn0262409,mir-304 stem loop [Source:FlyBase;Acc:FBgn0262409],NA
Egfr,FBgn0003731,Epidermal growth factor receptor [Source:FlyBase;Acc:FBgn0003731],37455
CG31224,FBgn0051224,,42237
Phae1,FBgn0263234,Phaedra 1 [Source:FlyBase;Acc:FBgn0263234],34637
CG45088,FBgn0266489,,19835563
CG8997,FBgn0028920,,34799
CG42374,FBgn0259720,,7354371
CR45462,FBgn0267018,,NA
CG13895,FBgn0035158,,38087
comt,FBgn0000346,comatose [Source:FlyBase;Acc:FBgn0000346],47091
slow,FBgn0035539,slowdown [Source:FlyBase;Acc:FBgn0035539],38540
wdp,FBgn0034718,windpipe [Source:FlyBase;Acc:FBgn0034718],37548
CG11356,FBgn0030375,,32178
CG17904,FBgn0032597,,35000
CG18003,FBgn0061356,,3771779
mRpL44,FBgn0037330,mitochondrial ribosomal protein L44 [Source:FlyBase;Acc:FBgn0037330],40656
CR44860,FBgn0266154,,NA
CR46138,FBgn0267813,,NA
CG34230,FBgn0085259,,5740558
pug,FBgn0020385,pugilist [Source:FlyBase;Acc:FBgn0020385],41279
CCHa1,FBgn0038199,CCHamide-1 [Source:FlyBase;Acc:FBgn0038199],41711
CG17030,FBgn0035584,,38591
cindr,FBgn0027598,CIN85 and CD2AP related [Source:FlyBase;Acc:FBgn0027598],43654
CR17025,FBgn0040554,,NA
CR14033,FBgn0046776,,NA
CG34242,FBgn0085271,,5740417
Tg,FBgn0031975,Transglutaminase [Source:FlyBase;Acc:FBgn0031975],34093
car,FBgn0000257,carnation [Source:FlyBase;Acc:FBgn0000257],32947
RhoGAP71E,FBgn0036518,Rho GTPase activating protein at 71E [Source:FlyBase;Acc:FBgn0036518],39693
Desi,FBgn0037832,Desiccate [Source:FlyBase;Acc:FBgn0037832],41292
CG4953,FBgn0032204,,34373
CG17249,FBgn0035249,,38201
CG9458,FBgn0037765,,41214
CG3558,FBgn0025681,,48421
CR32111,FBgn0052111,,NA
CR44749,FBgn0265962,,NA
pins,FBgn0040080,partner of inscuteable [Source:FlyBase;Acc:FBgn0040080],53569
CG32302,FBgn0052302,,38293
Csl4,FBgn0032346,,34548
CG12333,FBgn0038617,,42218
CG13771,FBgn0031844,,33933
CG8412,FBgn0037743,,41191
CR45573,FBgn0267133,,NA
CG3104,FBgn0031473,,33486
CG32298,FBgn0052298,,317963
CG11247,FBgn0037120,,40414
bwa,FBgn0045064,brain washing [Source:FlyBase;Acc:FBgn0045064],250736
LManIII,FBgn0032066,Lysosomal alpha-mannosidase III [Source:FlyBase;Acc:FBgn0032066],34203
CR45270,FBgn0266808,,NA
aru,FBgn0029095,arouser [Source:FlyBase;Acc:FBgn0029095],33268
CR44741,FBgn0265954,,NA
Oatp58Dc,FBgn0034716,Organic anion transporting polypeptide 58Dc [Source:FlyBase;Acc:FBgn0034716],37545
CG10041,FBgn0038014,,41496
osa,FBgn0261885,,42130
snRNA:U1:95Cb,FBgn0004186,small nuclear RNA U1 at 95C b [Source:FlyBase;Acc:FBgn0004186],NA
CG32214,FBgn0052214,,317919
scramb2,FBgn0035390,scramblase 2 [Source:FlyBase;Acc:FBgn0035390],38362
tRNA:Ser-AGA-2-2,FBgn0011983,transfer RNA:Serine-AGA 2-2 [Source:FlyBase;Acc:FBgn0011983],NA
CG33230,FBgn0053230,,2768998
Syt14,FBgn0261086,Synaptotagmin 14 [Source:FlyBase;Acc:FBgn0261086],40544
Ent1,FBgn0031250,Equilibrative nucleoside transporter 1 [Source:FlyBase;Acc:FBgn0031250],33207
CG4036,FBgn0032149,,34302
CG5516,FBgn0038389,,41940
CR43635,FBgn0263626,,NA
cert,FBgn0027569,ceramide transfer protein [Source:FlyBase;Acc:FBgn0027569],38928
tRNA:Val-AAC-1-2,FBgn0051591,transfer RNA:Valine-AAC 1-2 [Source:FlyBase;Acc:FBgn0051591],NA
wap,FBgn0266848,wings apart [Source:FlyBase;Acc:FBgn0266848],33131
Cdk5alpha,FBgn0027491,Cdk5 activator-like protein [Source:FlyBase;Acc:FBgn0027491],34385
CG31300,FBgn0051300,,326132
mir-4960,FBgn0263534,mir-4960 stem loop [Source:FlyBase;Acc:FBgn0263534],NA
yip3,FBgn0040063,yippee interacting protein 3 [Source:FlyBase;Acc:FBgn0040063],37683
Pxn,FBgn0011828,Peroxidasin [Source:FlyBase;Acc:FBgn0011828],38326
ed,FBgn0000547,echinoid [Source:FlyBase;Acc:FBgn0000547],33619
CG1703,FBgn0030321,,32112
CG14422,FBgn0029645,,31286
CG31087,FBgn0051087,,43062
Naa30B,FBgn0052319,N(alpha)-acetyltransferase 30 B [Source:FlyBase;Acc:FBgn0052319],317976
CG14456,FBgn0037176,,40481
pdm2,FBgn0004394,POU domain protein 2 [Source:FlyBase;Acc:FBgn0004394],34673
Nrk,FBgn0020391,Neurospecific receptor kinase [Source:FlyBase;Acc:FBgn0020391],36445
CG42827,FBgn0262009,,42763
NAAT1,FBgn0029762,Nutrient Amino Acid Transporter 1 [Source:FlyBase;Acc:FBgn0029762],31457
CG8323,FBgn0033903,,36566
Cyp313a3,FBgn0038007,,41488
CG10576,FBgn0035630,,38645
CG33170,FBgn0053170,,326267
Art3,FBgn0038306,Arginine methyltransferase 3 [Source:FlyBase;Acc:FBgn0038306],41837
Pkcdelta,FBgn0259680,Protein kinase C delta [Source:FlyBase;Acc:FBgn0259680],32191
CG6479,FBgn0036710,,39930
CR45234,FBgn0266769,,NA
NimC2,FBgn0028939,Nimrod C2 [Source:FlyBase;Acc:FBgn0028939],34818
CG4872,FBgn0030799,,32676
CCHa2-R,FBgn0033058,CCHamide-2 receptor [Source:FlyBase;Acc:FBgn0033058],35535
Non1,FBgn0028473,Novel nucleolar protein 1 [Source:FlyBase;Acc:FBgn0028473],35963
ppk23,FBgn0030844,pickpocket 23 [Source:FlyBase;Acc:FBgn0030844],32731
CG1638,FBgn0039855,,43721
CG31189,FBgn0051189,,42487
CG12746,FBgn0037341,,40672
CG11980,FBgn0037652,,41078
CG12721,FBgn0030373,,32176
Ssk,FBgn0036945,Snakeskin [Source:FlyBase;Acc:FBgn0036945],40207
GatB,FBgn0039153,"Glutamyl-tRNA amidotransferase, subunit B [Source:FlyBase;Acc:FBgn0039153]",42861
Iswi,FBgn0011604,Imitation SWI [Source:FlyBase;Acc:FBgn0011604],36390
CG9698,FBgn0039784,,43629
CG2818,FBgn0031566,,33597
Marcal1,FBgn0031655,,33709
tgy,FBgn0030984,twiggy [Source:FlyBase;Acc:FBgn0030984],32896
lwr,FBgn0010602,lesswright [Source:FlyBase;Acc:FBgn0010602],33226
CR44772,FBgn0265997,,NA
CG6340,FBgn0030648,,32482
CG33958,FBgn0053958,,37088
Art9,FBgn0038188,Arginine methyltransferase 9 [Source:FlyBase;Acc:FBgn0038188],41698
CR44934,FBgn0266239,,NA
CR46234,FBgn0267954,,NA
CG10252,FBgn0039104,,42794
Cortactin,FBgn0025865,,42491
Unc-89,FBgn0053519,,3346201
CG7691,FBgn0038626,,42228
Rcd-1,FBgn0031047,Required for cell differentiation 1 [Source:FlyBase;Acc:FBgn0031047],32966
tRNA:Trp-CCA-2-5,FBgn0053539,transfer RNA:Tryptophan-CCA 2-5 [Source:FlyBase;Acc:FBgn0053539],NA
CR45013,FBgn0266365,,NA
brv2,FBgn0036712,brivido-2 [Source:FlyBase;Acc:FBgn0036712],39932
snoRNA:Me28S-C3227a,FBgn0082940,,NA
CR44764,FBgn0265985,,NA
CR44133,FBgn0264982,,NA
link,FBgn0033855,,36509
Su(var)3-3,FBgn0260397,Suppressor of variegation 3-3 [Source:FlyBase;Acc:FBgn0260397],40217
CR43490,FBgn0263501,,NA
Tie,FBgn0014073,Tie-like receptor tyrosine kinase [Source:FlyBase;Acc:FBgn0014073],38559
CG6304,FBgn0032624,,35032
CG13700,FBgn0036785,,40013
Cyp4aa1,FBgn0034053,,36752
rtp,FBgn0087005,retinophilin [Source:FlyBase;Acc:FBgn0087005],40627
c12.1,FBgn0040235,,53435
Oatp33Ea,FBgn0032433,Organic anion transporting polypeptide 33Ea [Source:FlyBase;Acc:FBgn0032433],34660
CR45401,FBgn0266950,,NA
gammaTry,FBgn0010359,gammaTrypsin [Source:FlyBase;Acc:FBgn0010359],246404
gammaTry,FBgn0010359,gammaTrypsin [Source:FlyBase;Acc:FBgn0010359],48343
gammaTry,FBgn0010359,gammaTrypsin [Source:FlyBase;Acc:FBgn0010359],36221
Hs2st,FBgn0024230,Heparan sulfate 2-O-sulfotransferase [Source:FlyBase;Acc:FBgn0024230],44433
CR46135,FBgn0267810,,NA
CG16833,FBgn0026147,,47729
eas,FBgn0000536,easily shocked [Source:FlyBase;Acc:FBgn0000536],32585
Nup205,FBgn0031078,Nucleoporin 205kD [Source:FlyBase;Acc:FBgn0031078],33002
tRNA:Val-TAC-1-1,FBgn0052420,transfer RNA:Valine-TAC 1-1 [Source:FlyBase;Acc:FBgn0052420],NA
CR43276,FBgn0262965,,NA
CG6398,FBgn0030870,,32761
tRNA:Ile-TAT-1-2,FBgn0052481,transfer RNA:Isoleucine-TAT 1-2 [Source:FlyBase;Acc:FBgn0052481],NA
CR44393,FBgn0265543,,NA
CG14556,FBgn0039413,,43176
CR45158,FBgn0266651,,NA
CG15891,FBgn0029860,,3772383
CG15473,FBgn0029719,,31401
CG43078,FBgn0262508,,38981
tRNA:Arg-TCT-3-1,FBgn0051946,transfer RNA:Arginine-TCT 3-1 [Source:FlyBase;Acc:FBgn0051946],NA
CG2291,FBgn0033279,,35804
CG34431,FBgn0085460,,5740655
CG10232,FBgn0039108,,42800
CG9747,FBgn0039754,,43591
ninaG,FBgn0037896,,41369
CR45467,FBgn0267023,,NA
jeb,FBgn0086677,jelly belly [Source:FlyBase;Acc:FBgn0086677],36295
CR45124,FBgn0266617,,NA
Fur1,FBgn0004509,Furin 1 [Source:FlyBase;Acc:FBgn0004509],47220
Hrb87F,FBgn0004237,Heterogeneous nuclear ribonucleoprotein at 87F [Source:FlyBase;Acc:FBgn0004237],48535
CG31875,FBgn0051875,,318996
CG43997,FBgn0264739,,14462405
CR44263,FBgn0265203,,NA
Gr98a,FBgn0039520,Gustatory receptor 98a [Source:FlyBase;Acc:FBgn0039520],43305
CR43416,FBgn0263335,,NA
CG32428,FBgn0052428,,50105
CR45886,FBgn0267546,,NA
grau,FBgn0001133,grauzone [Source:FlyBase;Acc:FBgn0001133],45871
Cse1,FBgn0022213,Chromosome segregation 1 [Source:FlyBase;Acc:FBgn0022213],NA
obst-I,FBgn0052304,obstructor-I [Source:FlyBase;Acc:FBgn0052304],317966
sev,FBgn0003366,sevenless [Source:FlyBase;Acc:FBgn0003366],NA
gb,FBgn0039487,genderblind [Source:FlyBase;Acc:FBgn0039487],43265
CG30273,FBgn0050273,,246520
Rab9Db,FBgn0030221,Rab at 9Db [Source:FlyBase;Acc:FBgn0030221],31993
tRNA:Gln-TTG-2-1,FBgn0052493,transfer RNA:Glutamine-TTG 2-1 [Source:FlyBase;Acc:FBgn0052493],NA
CR44902,FBgn0266207,,NA
CG30053,FBgn0050053,,246419
CG42808,FBgn0261990,,10178961
CG42833,FBgn0262022,,10178965
CG3777,FBgn0024989,,30979
CG43355,FBgn0263087,,13084068
CG9705,FBgn0036661,,39875
CG9777,FBgn0030764,,32633
CR46153,FBgn0267865,,NA
CG6971,FBgn0037962,,41440
CheB53b,FBgn0261293,Chemosensory protein B 53b [Source:FlyBase;Acc:FBgn0261293],3346204
CR44177,FBgn0265066,,NA
Obp83a,FBgn0011281,Odorant-binding protein 83a [Source:FlyBase;Acc:FBgn0011281],40737
CG8414,FBgn0034073,,36774
Vha100-5,FBgn0032373,Vacuolar H[+] ATPase 100kD subunit 5 [Source:FlyBase;Acc:FBgn0032373],34587
CG34166,FBgn0085195,,5740596
CR42743,FBgn0261707,,NA
CR46242,FBgn0267962,,NA
CG7607,FBgn0036145,,39263
Mst77Y-16Psi,FBgn0085494,Male-specific pseudogene 77Y 16 [Source:FlyBase;Acc:FBgn0085494],NA
Nlg4,FBgn0083975,Neuroligin 4 [Source:FlyBase;Acc:FBgn0083975],42402
CG12723,FBgn0030459,,32271
CG8072,FBgn0036070,,39181
PGRP-SB1,FBgn0043578,Peptidoglycan recognition protein SB1 [Source:FlyBase;Acc:FBgn0043578],39870
garz,FBgn0264560,gartenzwerg [Source:FlyBase;Acc:FBgn0264560],36337
CG10734,FBgn0034082,,36787
CG12699,FBgn0046294,,36944
CR32661,FBgn0030356,,NA
His2B:CG33888,FBgn0053888,,3772276
His2B:CG33888,FBgn0053888,,3772575
His2B:CG33888,FBgn0053888,,3771809
His2B:CG33888,FBgn0053888,,3772271
His2B:CG33888,FBgn0053888,,3772099
His2B:CG33888,FBgn0053888,,3772248
His2B:CG33888,FBgn0053888,,3772081
His2B:CG33888,FBgn0053888,,3772203
His2B:CG33888,FBgn0053888,,3772058
His2B:CG33888,FBgn0053888,,3771891
His2B:CG33888,FBgn0053888,,3772336
His2B:CG33888,FBgn0053888,,3772104
His2B:CG33888,FBgn0053888,,3772013
His2B:CG33888,FBgn0053888,,3772265
His2B:CG33888,FBgn0053888,,3772299
His2B:CG33888,FBgn0053888,,3772083
His2B:CG33888,FBgn0053888,,326273
His2B:CG33888,FBgn0053888,,3771957
His2B:CG33888,FBgn0053888,,3772496
His2B:CG33888,FBgn0053888,,3772502
His2B:CG33888,FBgn0053888,,3772094
His2B:CG33888,FBgn0053888,,3772166
His2B:CG33888,FBgn0053888,,3772264
slou,FBgn0002941,slouch [Source:FlyBase;Acc:FBgn0002941],42547
sing,FBgn0261245,singles bar [Source:FlyBase;Acc:FBgn0261245],32644
CG6023,FBgn0030912,,32814
CG14154,FBgn0036093,,39207
CG43147,FBgn0262623,,12798240
smg,FBgn0016070,smaug [Source:FlyBase;Acc:FBgn0016070],39034
CG42245,FBgn0250911,,7354428
snoRNA:Me18S-A1597,FBgn0086029,,NA
His3:CG33833,FBgn0053833,,3772489
His3:CG33833,FBgn0053833,,3771723
His3:CG33833,FBgn0053833,,3772032
His3:CG33833,FBgn0053833,,3771771
His3:CG33833,FBgn0053833,,3772517
His3:CG33833,FBgn0053833,,3772370
His3:CG33833,FBgn0053833,,3772421
His3:CG33833,FBgn0053833,,3772607
His3:CG33833,FBgn0053833,,3772173
His3:CG33833,FBgn0053833,,3771729
His3:CG33833,FBgn0053833,,3772619
His3:CG33833,FBgn0053833,,318847
His3:CG33833,FBgn0053833,,3772552
His3:CG33833,FBgn0053833,,3772231
His3:CG33833,FBgn0053833,,3772518
His3:CG33833,FBgn0053833,,3772374
His3:CG33833,FBgn0053833,,3771792
His3:CG33833,FBgn0053833,,3772191
His3:CG33833,FBgn0053833,,3772198
His3:CG33833,FBgn0053833,,3772163
His3:CG33833,FBgn0053833,,3772149
His3:CG33833,FBgn0053833,,3772189
His3:CG33833,FBgn0053833,,3771959
5SrRNA:CR33438,FBgn0053438,,NA
CG32243,FBgn0052243,,317935
CG34278,FBgn0085307,,5740656
tRNA:Arg-CCT-1-3,FBgn0053538,transfer RNA:Arginine-CCT 1-3 [Source:FlyBase;Acc:FBgn0053538],NA
CG2211,FBgn0035211,,38157
CoRest,FBgn0261573,,32941
CG32700,FBgn0267253,,31896
CG34120,FBgn0083956,,318066
CG6059,FBgn0039491,,43270
Cpr92F,FBgn0038819,Cuticular protein 92F [Source:FlyBase;Acc:FBgn0038819],42450
scaRNA:PsiU2-38.40.42,FBgn0263474,small Cajal body-specific RNA : PsiU2-38.40.42 [Source:FlyBase;Acc:FBgn0263474],NA
obst-H,FBgn0053983,obstructor-H [Source:FlyBase;Acc:FBgn0053983],39681
CR45889,FBgn0267549,,NA
CG7668,FBgn0036929,,40190
lox,FBgn0039848,lysyl oxidase-like [Source:FlyBase;Acc:FBgn0039848],43712
CG12376,FBgn0033323,,35857
CG3515,FBgn0031431,,33437
CG8927,FBgn0038405,,41964
Pkd2,FBgn0041195,Polycystic kidney disease 2 [Source:FlyBase;Acc:FBgn0041195],34651
RpL40,FBgn0003941,Ribosomal protein L40 [Source:FlyBase;Acc:FBgn0003941],33629
Hat1,FBgn0037376,Histone acetyltransferase 1 [Source:FlyBase;Acc:FBgn0037376],40716
Adck,FBgn0035039,aarF domain containing kinase [Source:FlyBase;Acc:FBgn0035039],37938
CG5867,FBgn0027586,,34728
Nup214,FBgn0010660,Nucleoporin 214kD [Source:FlyBase;Acc:FBgn0010660],46091
Dcr-1,FBgn0039016,Dicer-1 [Source:FlyBase;Acc:FBgn0039016],42693
spir,FBgn0003475,spire [Source:FlyBase;Acc:FBgn0003475],45931
CG3795,FBgn0025378,,31128
kek5,FBgn0031016,kekkon5 [Source:FlyBase;Acc:FBgn0031016],32930
mt:Cyt-b,FBgn0013678,mitochondrial Cytochrome b [Source:FlyBase;Acc:FBgn0013678],19893556
cib,FBgn0026084,ciboulot [Source:FlyBase;Acc:FBgn0026084],31359
CG8509,FBgn0030696,,32535
IM23,FBgn0034328,Immune induced molecule 23 [Source:FlyBase;Acc:FBgn0034328],37099
CR46060,FBgn0267729,,NA
CR43434,FBgn0263382,,NA
CR45641,FBgn0267201,,NA
CR15821,FBgn0035311,,NA
lcs,FBgn0028583,la costa [Source:FlyBase;Acc:FBgn0028583],33120
Bili,FBgn0039282,Band4.1 inhibitor LRP interactor [Source:FlyBase;Acc:FBgn0039282],43019
CR45968,FBgn0267630,,NA
CG10585,FBgn0037044,,40323
Rtnl1,FBgn0053113,Reticulon-like1 [Source:FlyBase;Acc:FBgn0053113],33721
CG31161,FBgn0051161,,326123
LManI,FBgn0032253,Lysosomal alpha-mannosidase I [Source:FlyBase;Acc:FBgn0032253],34436
CG31703,FBgn0051703,,318905
Ada2a,FBgn0263738,transcriptional Adaptor 2a [Source:FlyBase;Acc:FBgn0263738],326128
CG17283,FBgn0038505,,42094
Spc25,FBgn0087021,,41585
CG32983,FBgn0052983,,50434
Antp,FBgn0260642,Antennapedia [Source:FlyBase;Acc:FBgn0260642],40835
Ste:CG33241,FBgn0053241,,2768899
Ste:CG33241,FBgn0053241,,2768901
CG43075,FBgn0262485,,12797978
CR45778,FBgn0267425,,NA
CG7514,FBgn0035567,,38571
prim,FBgn0034103,primacord [Source:FlyBase;Acc:FBgn0034103],36814
CG7179,FBgn0020880,,34059
CG6321,FBgn0036117,,39233
CG17385,FBgn0033934,,36603
Muc26B,FBgn0040950,Mucin 26B [Source:FlyBase;Acc:FBgn0040950],50424
CG34051,FBgn0054051,,3885660
CG4858,FBgn0037011,,40282
robl,FBgn0024196,roadblock [Source:FlyBase;Acc:FBgn0024196],36963
tll,FBgn0003720,tailless [Source:FlyBase;Acc:FBgn0003720],43656
CG2310,FBgn0039665,,43473
CG44005,FBgn0264747,,5740769
CG14357,FBgn0038204,,41716
CG34029,FBgn0054029,,3885592
CG34040,FBgn0054040,,3885655
CG4653,FBgn0030776,,32650
sel,FBgn0263260,seele [Source:FlyBase;Acc:FBgn0263260],36046
Gmd,FBgn0031661,"GDP-mannose 4,6-dehydratase [Source:FlyBase;Acc:FBgn0031661]",33716
CR44760,FBgn0265981,,NA
Ptp36E,FBgn0267486,Protein tyrosine phosphatase 36E [Source:FlyBase;Acc:FBgn0267486],35091
CR45881,FBgn0267541,,NA
l(1)G0045,FBgn0026702,lethal (1) G0045 [Source:FlyBase;Acc:FBgn0026702],31475
Sry-alpha,FBgn0003510,Serendipity alpha [Source:FlyBase;Acc:FBgn0003510],43571
CG10151,FBgn0033960,,36639
Rad60,FBgn0039065,,42748
CG11596,FBgn0023522,,31158
CG15570,FBgn0029697,,31366
CR44705,FBgn0265916,,NA
CG32182,FBgn0052182,,317898
mei-P26,FBgn0026206,meiotic P26 [Source:FlyBase;Acc:FBgn0026206],45775
Slh,FBgn0264978,SLY-1 homologous [Source:FlyBase;Acc:FBgn0264978],33434
Ntl,FBgn0267326,Neurotransmitter transporter-like [Source:FlyBase;Acc:FBgn0267326],34046
CR45392,FBgn0266941,,NA
CG46338,FBgn0285962,,47272
CG16852,FBgn0028942,,34769
mRpS21,FBgn0044511,mitochondrial ribosomal protein S21 [Source:FlyBase;Acc:FBgn0044511],318249
strat,FBgn0032020,stratum [Source:FlyBase;Acc:FBgn0032020],34142
x16,FBgn0028554,x16 splicing factor [Source:FlyBase;Acc:FBgn0028554],33967
mir-1000,FBgn0262319,mir-1000 stem loop [Source:FlyBase;Acc:FBgn0262319],NA
CG18480,FBgn0028518,,34920
eEF5,FBgn0285952,eukaryotic translation elongation factor 5 [Source:FlyBase;Acc:FBgn0285952],37846
Nrx-IV,FBgn0013997,Neurexin IV [Source:FlyBase;Acc:FBgn0013997],39387
pinta,FBgn0038966,prolonged depolarization afterpotential (PDA) is not apparent [Source:FlyBase;Acc:FBgn0038966],42635
Su(Ste):CR42444,FBgn0259875,,NA
CG1894,FBgn0039585,,43378
DNApol-alpha73,FBgn0005696,DNA polymerase alpha 73kD [Source:FlyBase;Acc:FBgn0005696],43278
CG5681,FBgn0032658,,35074
CG43267,FBgn0262948,,12798081
CR44719,FBgn0265930,,NA
CG31517,FBgn0047199,,251711
CG9928,FBgn0032472,,34704
CG30440,FBgn0050440,,35496
CR45175,FBgn0266685,,NA
CG14540,FBgn0039398,,43145
Or9a,FBgn0030204,Odorant receptor 9a [Source:FlyBase;Acc:FBgn0030204],31975
CG30416,FBgn0050416,,246603
CG14042,FBgn0260451,,4379885
tyn,FBgn0284435,trynity [Source:FlyBase;Acc:FBgn0284435],3354987
Dbp21E2,FBgn0086130,DEAD box protein 21E2 [Source:FlyBase;Acc:FBgn0086130],33254
CG14369,FBgn0038159,,41660
CR45737,FBgn0267301,,NA
CG5945,FBgn0032494,,34729
CG32199,FBgn0052199,,40028
CG7369,FBgn0037188,,2768961
CG31808,FBgn0062978,,10178782
cwo,FBgn0259938,clockwork orange [Source:FlyBase;Acc:FBgn0259938],44669
HPS1,FBgn0033973,Hermansky-Pudlak Syndrome 1 [Source:FlyBase;Acc:FBgn0033973],36656
CG10298,FBgn0037432,,40779
CG13995,FBgn0031770,,33851
CG31028,FBgn0051028,,43586
dgt1,FBgn0039710,dim gamma-tubulin 1 [Source:FlyBase;Acc:FBgn0039710],43529
Cpr67B,FBgn0035985,Cuticular protein 67B [Source:FlyBase;Acc:FBgn0035985],39081
CG6744,FBgn0037901,,41374
Cyp12a5,FBgn0038680,,42293
CG11052,FBgn0040524,,49997
Acp53C14b,FBgn0034153,Accessory gland protein 53C14b [Source:FlyBase;Acc:FBgn0034153],36873
Fer2LCH,FBgn0015221,Ferritin 2 light chain homologue [Source:FlyBase;Acc:FBgn0015221],44965
CG43052,FBgn0262354,,12798214
dpr18,FBgn0030723,defective proboscis extension response 18 [Source:FlyBase;Acc:FBgn0030723],32572
CR44082,FBgn0264891,,NA
tRNA:Cys-GCA-1-1,FBgn0052288,transfer RNA:Cysteine-GCA 1-1 [Source:FlyBase;Acc:FBgn0052288],NA
CR45294,FBgn0266832,,NA
CG7102,FBgn0031961,,34079
tRNA:Tyr-GTA-2-1,FBgn0052525,transfer RNA:Tyrosine-GTA 2-1 [Source:FlyBase;Acc:FBgn0052525],NA
