gene_name,ensembl,description,entrezgene
RHL1,AT1G48380,root hair initiation protein root hairless 1 (RHL1) [Source:TAIR;Acc:AT1G48380],841258
,AT4G06536,At4g06536 [Source:UniProtKB/TrEMBL;Acc:Q1PEB2],826007
,AT3G28250,Carbohydrate-binding X8 domain superfamily protein [Source:UniProtKB/TrEMBL;Acc:F4IZ13],822451
NADP-ME3,AT5G25880,Malic enzyme [Source:UniProtKB/TrEMBL;Acc:A0A178UAR6],832657
ATEXO70C2,AT5G13990,Exocyst subunit Exo70 family protein [Source:UniProtKB/TrEMBL;Acc:A0A178UPG0],831247
,AT1G73325,Kunitz family trypsin and protease inhibitor protein [Source:UniProtKB/TrEMBL;Acc:Q9FX28],843667
AtRLP50,AT4G13920,Receptor-like protein 50 [Source:UniProtKB/Swiss-Prot;Acc:Q93YT3],827026
,AT2G32640,Lycopene beta/epsilon cyclase protein [Source:UniProtKB/TrEMBL;Acc:Q0WVA1],817824
,AT3G13930,"Dihydrolipoyllysine-residue acetyltransferase component 2 of pyruvate dehydrogenase complex, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:Q8RWN9]",820606
FBL16,AT3G50080,VFB2 [Source:UniProtKB/TrEMBL;Acc:A0A384L3J3],824170
ENODL12,AT4G30590,ENODL12 [Source:UniProtKB/TrEMBL;Acc:A0A178UZV8],829182
,AT5G51030,At5g51030 [Source:UniProtKB/TrEMBL;Acc:Q9FI45],835176
PCMP-H88,AT5G06540,Pentatricopeptide repeat-containing protein At5g06540 [Source:UniProtKB/Swiss-Prot;Acc:Q9FG16],830542
RDL5,AT1G59124,Probable disease resistance protein RF45 [Source:UniProtKB/Swiss-Prot;Acc:F4IBE4],842232
RDL5,AT1G59124,Probable disease resistance protein RF45 [Source:UniProtKB/Swiss-Prot;Acc:F4IBE4],842225
SPS1,AT1G78510,Solanesyl diphosphate synthase 1 [Source:UniProtKB/Swiss-Prot;Acc:Q8S948],844187
CDC20-3,AT5G27080,"Cell division cycle 20.3, cofactor of APC complex [Source:UniProtKB/Swiss-Prot;Acc:Q9S7H3]",832766
PFD5,AT5G23290,Probable prefoldin subunit 5 [Source:UniProtKB/Swiss-Prot;Acc:P57742],832393
,AT4G20000,At4g20000 [Source:UniProtKB/TrEMBL;Acc:O49427],827745
,AT1G76250,At1g76250 [Source:UniProtKB/TrEMBL;Acc:Q8GX25],843958
,AT2G34317,Avirulence induced family protein [Source:UniProtKB/TrEMBL;Acc:A0A1P8AXZ1],28718324
,AT1G23750,F5O8.30 protein [Source:UniProtKB/TrEMBL;Acc:Q9ZUC0],838985
,AT1G15420,WD repeat protein [Source:UniProtKB/TrEMBL;Acc:Q8L403],838113
,AT1G18975,,28717250
RE,AT2G37860,"Protein RETICULATA, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:B9DFK5]",818362
,AT2G38185,RING/U-box superfamily protein [Source:UniProtKB/TrEMBL;Acc:F4IS08],818397
PBL25,AT3G24790,Probable serine/threonine-protein kinase PBL25 [Source:UniProtKB/Swiss-Prot;Acc:Q9LRY1],822077
GSTF2,AT4G02520,Glutathione S-transferase F2 [Source:UniProtKB/Swiss-Prot;Acc:P46422],827931
MATK,ATCG00040,maturase K [Source:TAIR;Acc:ATCG00040],NA
,AT2G27900,At2g27890 [Source:UniProtKB/TrEMBL;Acc:Q8RXC2],817335
,AT1G76120,tRNA pseudouridine synthase [Source:UniProtKB/TrEMBL;Acc:Q9SGS1],843944
AVPL1,AT1G78920,Pyrophosphate-energized membrane proton pump 2 [Source:UniProtKB/Swiss-Prot;Acc:Q56ZN6],844231
POK1,AT3G17360,Phragmoplast orienting kinesin 1 [Source:UniProtKB/TrEMBL;Acc:A0A1I9LN37],820999
,AT1G26660,Prefoldin chaperone subunit family protein [Source:UniProtKB/TrEMBL;Acc:F4HPA5],839206
ARI13,AT5G63750,Probable E3 ubiquitin-protein ligase ARI13 [Source:UniProtKB/Swiss-Prot;Acc:Q9FFN9],836495
,AT2G34240,Protein with domains of unknown function DUF627 and DUF632 [Source:TAIR;Acc:AT2G34240],817985
,AT5G41640,UPF0725 protein At5g41640 [Source:UniProtKB/Swiss-Prot;Acc:Q9FFR6],834166
ASK4,AT1G20140,SK4 [Source:UniProtKB/TrEMBL;Acc:A0A178W187],838604
ICMEL2,AT3G02410,Carboxylic ester hydrolase [Source:UniProtKB/TrEMBL;Acc:A0A178V7M1],821191
,AT5G44400,Berberine bridge enzyme-like 26 [Source:UniProtKB/Swiss-Prot;Acc:Q9FKU8],834466
,AT3G58330,Phospholipase-like protein (PEARLI 4) family protein [Source:UniProtKB/TrEMBL;Acc:Q9M2I3],825002
,AT1G15270,F9L1.21 protein [Source:UniProtKB/TrEMBL;Acc:Q9XI42],838094
,AT1G28580,GDSL esterase/lipase At1g28580 [Source:UniProtKB/Swiss-Prot;Acc:Q9FXJ2],839758
NAC017,AT1G34190,NAC017 [Source:UniProtKB/TrEMBL;Acc:A0A178WNW4],840318
PBL2,AT1G14370,PBL2 [Source:UniProtKB/TrEMBL;Acc:A0A178WI52],837999
,AT1G24800,F-box/kelch-repeat protein At1g25211 [Source:UniProtKB/Swiss-Prot;Acc:P0DI06],6241255
,AT1G24800,F-box/kelch-repeat protein At1g25211 [Source:UniProtKB/Swiss-Prot;Acc:P0DI06],10723103
,AT1G24800,F-box/kelch-repeat protein At1g25211 [Source:UniProtKB/Swiss-Prot;Acc:P0DI06],6240216
,AT1G24800,F-box/kelch-repeat protein At1g25211 [Source:UniProtKB/Swiss-Prot;Acc:P0DI06],6241166
,AT1G24800,F-box/kelch-repeat protein At1g25211 [Source:UniProtKB/Swiss-Prot;Acc:P0DI06],6241002
,AT5G27210,"Protein of unknown function, transmembrane-40 [Source:TAIR;Acc:AT5G27210]",832779
,AT5G38100,Probable S-adenosylmethionine-dependent methyltransferase At5g38100 [Source:UniProtKB/Swiss-Prot;Acc:Q9LS10],833790
,AT1G50000,Methyltransferase [Source:UniProtKB/TrEMBL;Acc:Q6E297],841424
SP1L2,AT1G69230,Protein SPIRAL1-like 2 [Source:UniProtKB/Swiss-Prot;Acc:Q9LE54],843254
,AT4G28870,Mutator transposase MUDRA protein [Source:UniProtKB/TrEMBL;Acc:Q9SVV4],829008
EMB2279,AT1G30610,"Pentatricopeptide repeat-containing protein At1g30610, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9SA76]",839941
GRXC7,AT3G02000,ROXY1 [Source:UniProtKB/TrEMBL;Acc:A0A178VBU2],820200
,AT1G34817,,28717302
,AT1G34817,,28717301
,AT1G34817,,28717300
,AT3G05190,D-aminoacid aminotransferase-like PLP-dependent enzymes superfamily protein [Source:UniProtKB/TrEMBL;Acc:A0A178VG19],819683
,AT3G19850,BTB/POZ domain-containing protein At3g19850 [Source:UniProtKB/Swiss-Prot;Acc:Q9LT24],821522
CRK24,AT4G23320,cysteine-rich RLK (RECEPTOR-like protein kinase) 24 [Source:TAIR;Acc:AT4G23320],828431
,AT1G14390,Probable LRR receptor-like serine/threonine-protein kinase At1g14390 [Source:UniProtKB/Swiss-Prot;Acc:Q9M9S4],838001
CYS3,AT2G40880,Cysteine proteinase inhibitor [Source:UniProtKB/TrEMBL;Acc:A0A178VXG7],818685
UBP15,AT1G17110,Ubiquitin-specific protease 15 [Source:UniProtKB/TrEMBL;Acc:F4I642],838281
,AT3G53270,"Small nuclear RNA activating complex (SNAPc), subunit SNAP43 protein [Source:UniProtKB/TrEMBL;Acc:Q8RXK3]",824494
,AT1G49000,At1g49000 [Source:UniProtKB/TrEMBL;Acc:Q9M9A2],841322
,AT5G44580,AT5g44580/K15C23_2 [Source:UniProtKB/TrEMBL;Acc:Q9LU08],834486
,AT4G32380,Pectin lyase-like superfamily protein [Source:TAIR;Acc:AT4G32380],829373
,AT2G34460,"Uncharacterized protein At2g34460, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q8H124]",818009
,AT5G44720,Molybdenum cofactor sulfurase family protein [Source:UniProtKB/TrEMBL;Acc:O48588],834501
,AT1G60460,"unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system; EXPRESSED IN: 6 plant structures; EXPRESSED DURING: petal differentiation and expansion stage, E expanded cotyledon  /.../ D bilateral stage; Ha. [Source:TAIR;Acc:AT1G60460]",842341
,AT4G29250,HXXXD-type acyl-transferase family protein [Source:UniProtKB/TrEMBL;Acc:F4JMX1],829046
,AT3G13690,Kinase with adenine nucleotide alpha hydrolases-like domain-containing protein [Source:UniProtKB/TrEMBL;Acc:Q9LIC9],820578
,AT4G30570,Probable mannose-1-phosphate guanylyltransferase 3 [Source:UniProtKB/Swiss-Prot;Acc:Q8H1Q7],829180
FER2,AT3G11050,"Ferritin-2, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9SRL5]",820276
,AT3G30460,RING/U-box superfamily protein [Source:UniProtKB/TrEMBL;Acc:A0A1I9LPW5],822758
,AT5G18475,Pentatricopeptide repeat-containing protein At5g18475 [Source:UniProtKB/Swiss-Prot;Acc:Q3E9F0],2745987
,AT5G58480,"Glucan endo-1,3-beta-glucosidase 9 [Source:UniProtKB/Swiss-Prot;Acc:Q9FGH4]",835961
HSD4,AT5G50590,11-beta-hydroxysteroid dehydrogenase-like 4A [Source:UniProtKB/Swiss-Prot;Acc:P0DKC7],835140
HSD4,AT5G50590,11-beta-hydroxysteroid dehydrogenase-like 4A [Source:UniProtKB/Swiss-Prot;Acc:P0DKC7],835128
,AT2G13770,Nuclease [Source:UniProtKB/TrEMBL;Acc:Q1PF74],815861
STOP2,AT5G22890,Protein SENSITIVE TO PROTON RHIZOTOXICITY 2 [Source:UniProtKB/Swiss-Prot;Acc:Q0WT24],832353
,AT5G05330,HMG-box (High mobility group) DNA-binding family protein [Source:UniProtKB/TrEMBL;Acc:Q58FU4],830415
ACA13,AT3G22910,"Putative calcium-transporting ATPase 13, plasma membrane-type [Source:UniProtKB/Swiss-Prot;Acc:Q9LIK7]",821863
FRS8,AT1G80010,Protein FAR1-RELATED SEQUENCE 8 [Source:UniProtKB/Swiss-Prot;Acc:Q9S793],844341
GFA2,AT5G48030,GFA2 [Source:UniProtKB/TrEMBL;Acc:A0A178UJR3],834854
EB1A,AT3G47690,Microtubule-associated protein RP/EB family member 1A [Source:UniProtKB/Swiss-Prot;Acc:Q7XJ60],823923
,AT4G29310,DUF1005 family protein (DUF1005) [Source:UniProtKB/TrEMBL;Acc:Q9M0F0],829053
D6PKL1,AT4G26610,Serine/threonine-protein kinase D6PKL1 [Source:UniProtKB/Swiss-Prot;Acc:Q9SUA3],828768
ATPUP9,AT1G18220,Putative purine permease 9 [Source:UniProtKB/Swiss-Prot;Acc:Q3ED99],838402
CIPK23,AT1G30270,CBL-interacting serine/threonine-protein kinase 23 [Source:UniProtKB/Swiss-Prot;Acc:Q93VD3],839907
PR1,AT2G14610,Pathogenesis-related protein 1 [Source:UniProtKB/Swiss-Prot;Acc:P33154],815949
,AT5G42950,GYF domain-containing protein [Source:UniProtKB/TrEMBL;Acc:Q9FMM3],834307
GTE12,AT5G46550,Transcription factor GTE12 [Source:UniProtKB/Swiss-Prot;Acc:Q9LS28],834698
SFH2,AT4G39180,Phosphatidylinositol/phosphatidylcholine transfer protein SFH2 [Source:UniProtKB/Swiss-Prot;Acc:F4JVA9],830073
,AT5G18150,Emb [Source:UniProtKB/TrEMBL;Acc:Q9FK55],831933
EMB2271,AT4G21130,U3 snoRNP-associated protein-like EMB2271 [Source:UniProtKB/Swiss-Prot;Acc:Q3MKM6],827861
,AT4G15940,,NA
UPL2,AT1G70320,E3 ubiquitin-protein ligase UPL2 [Source:UniProtKB/Swiss-Prot;Acc:Q8H0T4],843368
,AT1G61670,Lung seven transmembrane receptor family protein [Source:UniProtKB/TrEMBL;Acc:Q8GYD0],842464
SPH1,AT4G16295,S-protein homolog 1 [Source:UniProtKB/Swiss-Prot;Acc:F4JLS0],827324
ABCI17,AT1G67940,Sensitive to aluminum rhizotoxicity 1 [Source:UniProtKB/TrEMBL;Acc:D6RVY5],843122
,AT2G01410,NHL domain-containing protein [Source:UniProtKB/TrEMBL;Acc:Q9ZNQ5],814669
RPL35AB,AT1G41880,60S ribosomal protein L35a-2 [Source:UniProtKB/Swiss-Prot;Acc:Q9FZH0],840799
FRO6,AT5G49730,Ferric reduction oxidase 6 [Source:UniProtKB/Swiss-Prot;Acc:Q8RWS6],835036
MBD3,AT4G00416,Methyl-CpG-binding domain-containing protein 3 [Source:UniProtKB/Swiss-Prot;Acc:Q4PSK1],828069
,AT4G08280,Glutaredoxin-like protein [Source:UniProtKB/TrEMBL;Acc:Q9SUF2],826382
PIP5K2,AT1G77740,Phosphatidylinositol 4-phosphate 5-kinase [Source:UniProtKB/TrEMBL;Acc:A0A178W978],844110
PIA1,AT5G07840,PIA1 [Source:UniProtKB/TrEMBL;Acc:A0A178UK09],830677
,AT3G24610,Putative F-box/kelch-repeat protein At3g24610 [Source:UniProtKB/Swiss-Prot;Acc:Q9LV41],822057
,AT1G62000,UPF0540 protein At1g62000 [Source:UniProtKB/Swiss-Prot;Acc:Q39168],842495
,AT2G20142,Toll-Interleukin-Resistance (TIR) domain family protein [Source:UniProtKB/TrEMBL;Acc:F4IUF0],2745551
,AT5G40970,Protein of unknown function (DUF 3339) [Source:TAIR;Acc:AT5G40970],28721237
IAA4,AT5G43700,IAA4 [Source:UniProtKB/TrEMBL;Acc:A0A384LA06],834390
,AT1G08760,At1g08760 [Source:UniProtKB/TrEMBL;Acc:Q9FRR2],837398
,AT1G59724,T30E16.35 [Source:UniProtKB/TrEMBL;Acc:Q9LQ39],28717382
,AT4G09465,Carbohydrate-binding X8 domain superfamily protein [Source:UniProtKB/TrEMBL;Acc:Q1G3J2],5008130
,AT4G27350,"Membrane lipoprotein lipid attachment site-like protein, putative (DUF1223) [Source:UniProtKB/TrEMBL;Acc:O81838]",828843
MYB97,AT4G26930,Transcription factor MYB97 [Source:UniProtKB/Swiss-Prot;Acc:Q9S773],828800
MAPKKK16,AT4G26890,Mitogen-activated protein kinase kinase kinase 16 [Source:UniProtKB/TrEMBL;Acc:F4JVS7],828796
,AT2G30090,Acyl-CoA N-acyltransferases (NAT) superfamily protein [Source:UniProtKB/TrEMBL;Acc:O64737],817560
GRXS4,AT4G15680,Monothiol glutaredoxin-S4 [Source:UniProtKB/Swiss-Prot;Acc:O23419],827245
,AT2G03470,ELM2 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:Q9ZQ83],814876
,AT3G50230,Leucine-rich repeat protein kinase family protein [Source:UniProtKB/TrEMBL;Acc:A0A1I9LQ53],824185
HOT5,AT5G43940,S-(hydroxymethyl)glutathione dehydrogenase [Source:UniProtKB/TrEMBL;Acc:F4K7D6],834417
,AT5G03885,,28720591
CYOP,AT5G10540,Probable cytosolic oligopeptidase A [Source:UniProtKB/Swiss-Prot;Acc:Q949P2],830919
CYP81F4,AT4G37410,Cytochrome P450 81F4 [Source:UniProtKB/Swiss-Prot;Acc:Q9SZU1],829895
,AT4G34080,Plant protein of unknown function (DUF641) [Source:TAIR;Acc:AT4G34080],829554
,AT3G28190,Transmembrane protein [Source:UniProtKB/TrEMBL;Acc:F4IZ03],822445
,AT5G13560,At5g13560 [Source:UniProtKB/TrEMBL;Acc:Q8GY46],831200
,AT1G35420,Alpha/beta-Hydrolases superfamily protein [Source:UniProtKB/TrEMBL;Acc:F4HYC8],840434
,AT2G36090,Probable F-box protein At2g36090 [Source:UniProtKB/Swiss-Prot;Acc:Q9SIH5],818182
,AT5G23610,BEST Arabidopsis thaliana protein match is: SWITCH1 (TAIR:AT5G51330.1); Ha. [Source:TAIR;Acc:AT5G23610],832427
GRF3,AT5G38480,RCI1 [Source:UniProtKB/TrEMBL;Acc:A0A178UA42],833836
RMA1,AT4G03510,E3 ubiquitin-protein ligase RMA1 [Source:UniProtKB/Swiss-Prot;Acc:O64425],825654
APUM10,AT1G35750,Putative pumilio homolog 10 [Source:UniProtKB/Swiss-Prot;Acc:Q9LP21],840480
BOA,AT5G59570,Transcription factor BOA [Source:UniProtKB/Swiss-Prot;Acc:Q9LTH4],836076
,AT3G58860,Putative F-box protein At3g58860 [Source:UniProtKB/Swiss-Prot;Acc:Q9LXR6],825055
,AT1G06100,Delta-9 desaturase-like 2 protein [Source:UniProtKB/Swiss-Prot;Acc:Q9LND8],837119
,AT3G25470,Bacterial hemolysin-like protein [Source:UniProtKB/TrEMBL;Acc:Q9LSV5],822131
,AT2G12205,,28718254
,AT2G14710,F-box protein At2g14710 [Source:UniProtKB/Swiss-Prot;Acc:O80980],815959
SKS2,AT5G51480,Monocopper oxidase-like protein SKS2 [Source:UniProtKB/Swiss-Prot;Acc:Q9FHN6],835222
ABIL4,AT5G42030,ABL interactor-like protein 4 [Source:TAIR;Acc:AT5G42030],834208
ACR4,AT3G59420,Serine/threonine-protein kinase-like protein ACR4 [Source:UniProtKB/Swiss-Prot;Acc:Q9LX29],825111
AHA7,AT3G60330,Plasma membrane ATPase [Source:UniProtKB/TrEMBL;Acc:A0A1I9LS30],825204
,AT1G31240,At1g31240 [Source:UniProtKB/TrEMBL;Acc:Q9SA19],840012
,AT1G19330,unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT1G75060.1); Ha. [Source:TAIR;Acc:AT1G19330],838515
ATEXO70B2,AT1G07000,Exocyst subunit Exo70 family protein [Source:UniProtKB/TrEMBL;Acc:A0A178WCB5],837210
,AT5G28470,Major facilitator superfamily protein [Source:TAIR;Acc:AT5G28470],832936
TPS10,AT1G60140,"Probable alpha,alpha-trehalose-phosphate synthase [UDP-forming] 10 [Source:UniProtKB/Swiss-Prot;Acc:O80738]",842309
,AT5G61310,Cytochrome c oxidase subunit 5C [Source:UniProtKB/TrEMBL;Acc:A0A178UCG7],836252
CYP81K2,AT5G10600,"Cytochrome P450, family 81, subfamily K, polypeptide 2 [Source:UniProtKB/TrEMBL;Acc:F4KI78]",830925
,AT3G46910,Putative cullin-like protein 4 [Source:UniProtKB/Swiss-Prot;Acc:Q9STG3],823844
,AT5G48900,Probable pectate lyase 20 [Source:UniProtKB/Swiss-Prot;Acc:Q93WF1],834948
,AT5G49780,Leucine-rich repeat protein kinase family protein [Source:TAIR;Acc:AT5G49780],835041
,AT5G01980,At5g01980 [Source:UniProtKB/TrEMBL;Acc:Q9LZN3],831911
,AT4G21705,"Pentatricopeptide repeat-containing protein At4g21705, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:Q84JR3]",828258
PLA-I{beta]2,AT4G16820,"Phospholipase A1-Ibeta2, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:O23522]",827388
CYP706A5,AT4G12310,CYP706A5 [Source:UniProtKB/TrEMBL;Acc:A0A178UVW4],826840
,AT5G14410,unknown protein; Ha. [Source:TAIR;Acc:AT5G14410],831292
,AT1G78620,Uncharacterized transmembrane protein [Source:UniProtKB/TrEMBL;Acc:F4IBS8],844198
,AT4G09462,Carbohydrate-binding X8 domain superfamily protein [Source:UniProtKB/TrEMBL;Acc:Q1G387],6241338
ARGAH2,AT4G08870,ARGAH2 [Source:UniProtKB/TrEMBL;Acc:A0A178V1K8],826458
,AT1G24600,At1g24600 [Source:UniProtKB/TrEMBL;Acc:Q9FYK4],839074
,AT1G14260,At1g14260 [Source:UniProtKB/TrEMBL;Acc:Q4PS45],837987
CYP78A8,AT1G01190,CYP78A8 [Source:UniProtKB/TrEMBL;Acc:A0A178WIC4],839233
,AT5G18661,unknown protein; Ha. [Source:TAIR;Acc:AT5G18661],28721173
HMGB10,AT3G13350,High mobility group B protein 10 [Source:UniProtKB/Swiss-Prot;Acc:Q9LTT3],820535
VIP2,AT5G59710,Probable NOT transcription complex subunit VIP2 [Source:UniProtKB/Swiss-Prot;Acc:Q9FPW4],836092
,AT4G03940,T24M8.7 protein [Source:UniProtKB/TrEMBL;Acc:O81515],825704
HDA10,AT3G44660,Putative histone deacetylase 10 [Source:UniProtKB/Swiss-Prot;Acc:Q9M1N8],823592
,AT3G57072,unknown protein; Ha. [Source:TAIR;Acc:AT3G57072],6240700
BGAL2,AT3G52840,Beta-galactosidase [Source:UniProtKB/TrEMBL;Acc:A0A1I9LM56],824450
MRSA2,AT5G07460,PMSR2 [Source:UniProtKB/TrEMBL;Acc:A0A178UBC0],830637
FRL3,AT5G48385,FRIGIDA-like protein 3 [Source:UniProtKB/Swiss-Prot;Acc:Q67ZB3],834893
,AT4G33480,At4g33480 [Source:UniProtKB/TrEMBL;Acc:A2RVW1],829485
,AT3G30739,,28719349
,AT1G59920,F23H11.23 protein [Source:UniProtKB/TrEMBL;Acc:Q9XID9],842286
PIX13,AT2G17220,Probable serine/threonine-protein kinase PIX13 [Source:UniProtKB/Swiss-Prot;Acc:Q9SII6],816227
GLR2.7,AT2G29120,Glutamate receptor 2.7 [Source:UniProtKB/Swiss-Prot;Acc:Q8LGN0],817460
,AT5G35604,BEST Arabidopsis thaliana protein match is: myosin heavy chain-related (TAIR:AT5G32590.1); Ha. [Source:TAIR;Acc:AT5G35604],833529
,AT5G13650,Elongation factor family protein [Source:UniProtKB/TrEMBL;Acc:F4K409],831209
,AT2G22510,At2g22510 [Source:UniProtKB/TrEMBL;Acc:Q9SJY4],816784
,AT5G19850,Alpha/beta-Hydrolases superfamily protein [Source:UniProtKB/TrEMBL;Acc:F4K2M9],832105
PER51,AT4G37530,Peroxidase 51 [Source:UniProtKB/Swiss-Prot;Acc:Q9SZE7],829908
,AT3G25805,Transmembrane protein [Source:UniProtKB/TrEMBL;Acc:Q94K74],822172
LECRK91,AT5G10530,L-type lectin-domain containing receptor kinase IX.1 [Source:UniProtKB/Swiss-Prot;Acc:Q9LXA5],830918
BHLH99,AT5G65320,Transcription factor bHLH99 [Source:UniProtKB/Swiss-Prot;Acc:Q9FKQ6],836657
,AT5G25030,Domain of unknown function (DUF2431) [Source:TAIR;Acc:AT5G25030],832573
,AT2G11462,unknown protein; Ha. [Source:TAIR;Acc:AT2G11462],815619
,AT3G17920,Outer arm dynein light chain 1 protein [Source:UniProtKB/TrEMBL;Acc:F4J6G5],819843
JAL24,AT2G43730,Jacalin-related lectin 24 [Source:UniProtKB/Swiss-Prot;Acc:Q84X07],818975
,AT3G26950,At3g26950 [Source:UniProtKB/TrEMBL;Acc:Q6NQ93],822313
,AT1G07705,NOT2 / NOT3 / NOT5 family [Source:UniProtKB/TrEMBL;Acc:A8MR45],837284
ROPGEF8,AT3G24620,Rho guanine nucleotide exchange factor 8 [Source:UniProtKB/Swiss-Prot;Acc:Q9LV40],822058
MATR,ATMG00520,Maturase (Fragment) [Source:UniProtKB/TrEMBL;Acc:P93307],NA
CHLD,AT1G08520,Mg-protoporphyrin IX chelatase [Source:UniProtKB/TrEMBL;Acc:A0A178W355],837374
,AT2G19090,Protein of unknown function (DUF630 and DUF632) [Source:TAIR;Acc:AT2G19090],816426
,AT5G46710,At5g46710 [Source:UniProtKB/TrEMBL;Acc:Q9FIQ4],834714
,AT5G23411,unknown protein; Ha. [Source:TAIR;Acc:AT5G23411],6240916
JMJ18,AT1G30810,Lysine-specific demethylase JMJ18 [Source:UniProtKB/Swiss-Prot;Acc:F4I6G4],839963
ASK9,AT1G06390,SK22 [Source:UniProtKB/TrEMBL;Acc:A0A178WCN5],837150
SHL,AT4G39100,SHL1 [Source:UniProtKB/TrEMBL;Acc:A0A178UWF3],830065
GGAT2,AT1G70580,Glutamate--glyoxylate aminotransferase 2 [Source:UniProtKB/Swiss-Prot;Acc:Q9S7E9],843395
HHO3,AT1G25550,Transcription factor HHO3 [Source:UniProtKB/Swiss-Prot;Acc:Q9FPE8],839142
SWEET11,AT3G48740,Bidirectional sugar transporter SWEET11 [Source:UniProtKB/Swiss-Prot;Acc:Q9SMM5],824035
,AT5G63375,Putative uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:Q9FGW6],28721285
,AT4G29560,Fanconi anemia group E protein FANCE protein [Source:UniProtKB/TrEMBL;Acc:Q9SU89],829077
,AT5G47170,Gb [Source:UniProtKB/TrEMBL;Acc:Q9LVU2],834763
ATHB-17,AT2G01430,Homeobox-leucine zipper protein ATHB-17 [Source:UniProtKB/Swiss-Prot;Acc:Q8S9N6],814671
OEP161,AT2G28900,"Outer envelope pore protein 16-1, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9ZV24]",817439
GRF8,AT4G24150,Growth-regulating factor 8 [Source:UniProtKB/Swiss-Prot;Acc:Q9SU44],828515
,AT1G51530,RNA-binding (RRM/RBD/RNP motifs) family protein [Source:UniProtKB/TrEMBL;Acc:F4I9K0],841578
,AT2G03460,Galactose oxidase/kelch repeat superfamily protein [Source:UniProtKB/TrEMBL;Acc:Q6RF47],814875
,AT5G55530,At5g55530 [Source:UniProtKB/TrEMBL;Acc:Q5HZ03],835647
COPT5,AT5G20650,Copper transporter 5 [Source:UniProtKB/Swiss-Prot;Acc:Q93VM8],832188
,AT1G55390,Cysteine/Histidine-rich C1 domain family protein [Source:UniProtKB/TrEMBL;Acc:Q9C6G8],841986
AMPD,AT2G38280,FAC1 [Source:UniProtKB/TrEMBL;Acc:A0A178VY66],818408
ZFWD1,AT4G25440,Zinc finger CCCH domain-containing protein 48 [Source:UniProtKB/Swiss-Prot;Acc:Q9FNZ2],828649
,AT5G06260,Similarity to unknown protein [Source:UniProtKB/TrEMBL;Acc:Q9FNI2],830513
,AT3G62530,ARM repeat superfamily protein [Source:UniProtKB/TrEMBL;Acc:Q94K48],825427
RTNLB5,AT2G46170,Reticulon-like protein B5 [Source:UniProtKB/Swiss-Prot;Acc:O82352],819224
,AT5G50830,"unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: N-terminal protein myristoylation; LOCATED IN: cellular_component unknown; EXPRESSED IN: 11 plant structures; EXPRESSED DURING: L mature pollen stage, M germinated pollen stage, /.../hesis, C globular stage, petal differentiation and expansion stage; Ha. [Source:TAIR;Acc:AT5G50830]",835155
,AT5G02590,Tetratricopeptide repeat (TPR)-like superfamily protein [Source:UniProtKB/TrEMBL;Acc:Q8LEV0],831857
PRS4,AT2G42910,Ribose-phosphate pyrophosphokinase 4 [Source:UniProtKB/Swiss-Prot;Acc:Q680A5],818892
,AT5G53880,Putative uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:Q9FN38],835469
SDH5,AT1G47420,"Succinate dehydrogenase subunit 5, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:Q9SX77]",841147
,AT3G50373,Transcription elongation factor (TFIIS) family protein [Source:UniProtKB/TrEMBL;Acc:F4J0L8],824200
,AT1G34403,,28717298
,AT5G06890,Gb [Source:UniProtKB/TrEMBL;Acc:Q9FL57],830579
,AT4G16857,Disease resistance protein (TIR-NBS-LRR class) family protein [Source:UniProtKB/TrEMBL;Acc:A0A1P8B877],28720138
,AT5G47455,unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT4G17310.2); Ha. [Source:TAIR;Acc:AT5G47455],834795
,AT1G22000,Putative F-box/FBD/LRR-repeat protein At1g22000 [Source:UniProtKB/Swiss-Prot;Acc:Q9LM63],838803
RABA1H,AT2G33870,ArRABA1h [Source:UniProtKB/TrEMBL;Acc:A0A178W1D1],817957
,AT5G45570,Ulp1 protease family protein [Source:UniProtKB/TrEMBL;Acc:Q9FH44],834593
,AT1G53875,LURP-one-like protein [Source:UniProtKB/TrEMBL;Acc:A0A1P8AWJ7],28717350
,AT3G21340,Receptor-like protein kinase At3g21340 [Source:UniProtKB/Swiss-Prot;Acc:Q9LIG2],821688
,AT1G09510,At1g09510 [Source:UniProtKB/TrEMBL;Acc:Q5PP57],837476
