gene_name,ensembl,description,entrezgene
H35B03.1,WBGene00019263,,186800
H35B03.2,WBGene00019264,,177349
H35N09.1,WBGene00019265,,181114
H35N09.2,WBGene00019266,,186802
H39E20.1,WBGene00019267,,186809
H41C03.1,WBGene00019268,,173994
H41C03.2,WBGene00019269,,186812
H41C03.3,WBGene00019270,,173993
H42K12.3,WBGene00019272,,180474
H43E16.1,WBGene00019273,,174101
H43I07.1,WBGene00019274,,178824
rpac-40,WBGene00019275,RNA Polymerase I/III (A/C) shared subunit  [Source:UniProtKB/TrEMBL;Acc:Q9UAY9],178823
H43I07.3,WBGene00019276,,178822
sgcb-1,WBGene00019277,SarcoGlyCan Beta homolog  [Source:UniProtKB/TrEMBL;Acc:Q9TZ49],186816
K01A2.3,WBGene00019278,,NA
K01A2.4,WBGene00019279,,3565272
K01A2.5,WBGene00019280,,173418
K01A2.6,WBGene00019281,,186818
mps-2,WBGene00019282,MPS-3; MiRP K channel accessory Subunit  [Source:UniProtKB/TrEMBL;Acc:Q56VR9],173419
K01A2.9,WBGene00019283,,186820
K01A2.9,WBGene00019283,,7040176
K01A2.10,WBGene00019284,,173422
cbn-1,WBGene00019285,Calcium BiNding protein homolog  [Source:UniProtKB/TrEMBL;Acc:Q9TZ47],173423
K01A12.2,WBGene00019286,,186831
K01A12.3,WBGene00019287,Probable G-protein coupled receptor K01A12.3  [Source:UniProtKB/Swiss-Prot;Acc:Q10042],186832
K02A2.1,WBGene00019288,,186856
kcc-3,WBGene00019289,,NA
K02A2.5,WBGene00019290,,186857
K02A6.1,WBGene00019292,,186861
K02A6.2,WBGene00019293,,186862
K02A6.3,WBGene00019294,,181077
pfkb-1.2,WBGene00019295,"6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 6-phosphofructo-2-kinase Fructose-2,6-bisphosphatase [Source:UniProtKB/Swiss-Prot;Acc:Q21122]",177363
mcu-1,WBGene00019296,"Calcium uniporter protein, mitochondrial  [Source:UniProtKB/Swiss-Prot;Acc:Q21121]",177362
K02B2.6,WBGene00019297,,186865
K02D7.1,WBGene00019298,Purine nucleoside phosphorylase  [Source:UniProtKB/TrEMBL;Acc:U4PSA1],176851
snai-1,WBGene00019299,SNAIl family zinc finger 2 transcription factor homolog  [Source:UniProtKB/TrEMBL;Acc:O45103],186874
swt-1,WBGene00019300,Sugar transporter SWEET1  [Source:UniProtKB/Swiss-Prot;Acc:O45102],186875
K02D10.1,WBGene00019301,Putative NipSnap protein K02D10.1  [Source:UniProtKB/Swiss-Prot;Acc:P34492],176232
K02D10.2,WBGene00019302,,186877
K02D10.3,WBGene00019303,,186878
K02D10.4,WBGene00019304,,176234
snap-29,WBGene00019305,Soluble NSF attachment protein 29  [Source:UniProtKB/Swiss-Prot;Acc:P83351],176233
K02E7.1,WBGene00019306,,186885
K02E7.4,WBGene00019309,,353388
K02E7.5,WBGene00019310,,NA
K02E7.6,WBGene00019311,,NA
K02E7.7,WBGene00019312,,186888
btb-10,WBGene00019313,BTB (Broad/complex/Tramtrack/Bric a brac) domain protein  [Source:UniProtKB/TrEMBL;Acc:O17253],173489
K02E7.10,WBGene00019314,,186889
K02E7.11,WBGene00019315,,173492
K02E7.12,WBGene00019316,,173491
K02E10.1,WBGene00019317,,180554
K02E10.4,WBGene00019318,,180552
K02E10.5,WBGene00019319,,186890
K02E10.6,WBGene00019320,,186891
K02E10.7,WBGene00019321,,186892
ahcy-1,WBGene00019322,Adenosylhomocysteinase  [Source:UniProtKB/Swiss-Prot;Acc:P27604],172408
teg-4,WBGene00019323,Tumorous Enhancer of Glp-1(Gf)  [Source:UniProtKB/TrEMBL;Acc:O44985],172406
K02F2.5,WBGene00019324,,183992
K02F3.2,WBGene00019326,Probable calcium-binding mitochondrial carrier K02F3.2  [Source:UniProtKB/Swiss-Prot;Acc:Q21153],175242
zip-2,WBGene00019327,BZIP transcription factor family  [Source:UniProtKB/TrEMBL;Acc:Q21148],175240
clec-149,WBGene00019328,C-type LECtin  [Source:UniProtKB/TrEMBL;Acc:Q21146],186903
ceeh-1,WBGene00019329,Epoxide hydrolase 1  [Source:UniProtKB/Swiss-Prot;Acc:G5EBI4],175239
dos-3,WBGene00019331,Delta and OSM-11-like  [Source:UniProtKB/TrEMBL;Acc:B2MZA5],186905
K02F3.9,WBGene00019332,,175241
moma-1,WBGene00019333,MICOS complex subunit MIC27  [Source:UniProtKB/Swiss-Prot;Acc:Q21154],175243
K02F3.12,WBGene00019334,Putative ATP-dependent DNA helicase Q1  [Source:UniProtKB/Swiss-Prot;Acc:Q9TXJ8],175246
K02F6.1,WBGene00019335,,186906
K02F6.3,WBGene00019337,,3565220
K02F6.4,WBGene00019338,,186907
K02F6.5,WBGene00019339,,186908
K02F6.6,WBGene00019340,,186909
K02F6.7,WBGene00019341,,173604
K02F6.8,WBGene00019342,,186910
nep-18,WBGene00019343,NEPrilysin metallopeptidase family  [Source:UniProtKB/TrEMBL;Acc:O16636],186911
dhhc-10,WBGene00019344,Palmitoyltransferase  [Source:UniProtKB/TrEMBL;Acc:Q21161],180745
tmem-135,WBGene00019345,Transmembrane protein 135 homolog  [Source:UniProtKB/Swiss-Prot;Acc:Q95QD1],180740
K02G10.5,WBGene00019346,Solute carrier organic anion transporter family member  [Source:UniProtKB/TrEMBL;Acc:Q21157],180742
mbl-1,WBGene00019347,Muscleblind-like protein  [Source:UniProtKB/Swiss-Prot;Acc:Q94250],186912
K02H11.4,WBGene00019348,,186913
trx-5,WBGene00019349,ThioRedoXin [see also xtr]  [Source:UniProtKB/TrEMBL;Acc:O61985],186914
K02H11.9,WBGene00019350,,259780
lron-7,WBGene00019351,ELRR (Extracellular Leucine-Rich Repeat) ONly  [Source:UniProtKB/TrEMBL;Acc:H2L0D5],180991
K03A1.4,WBGene00019352,,186916
K03B4.1,WBGene00019353,,178859
K03B4.2,WBGene00019354,,178858
K03B4.4,WBGene00019355,,186919
K03B4.6,WBGene00019356,,186921
cpg-8,WBGene00019357,Chondroitin proteoglycan 8  [Source:UniProtKB/Swiss-Prot;Acc:Q21175],178860
K03C7.3,WBGene00019359,,186931
neto-1,WBGene00019360,NETO (NEuropilin and TOlloid-like) homolog  [Source:UniProtKB/TrEMBL;Acc:O61849],186950
K03E5.2,WBGene00019361,,186951
cdk-2,WBGene00019362,Cyclin-dependent kinase 2  [Source:UniProtKB/Swiss-Prot;Acc:O61847],171911
mksr-1,WBGene00019364,MecKel Syndrome 1 (MKS1)-Related  [Source:UniProtKB/TrEMBL;Acc:Q21191],186954
rei-2,WBGene00019365,Guanine nucleotide exchange factor rei-2  [Source:UniProtKB/Swiss-Prot;Acc:Q21194],180461
K03H6.1,WBGene00019367,,186962
K03H6.2,WBGene00019368,,176959
K03H6.4,WBGene00019369,,186964
K03H6.5,WBGene00019370,,186965
K03H9.1,WBGene00019371,,186967
K03H9.3,WBGene00019372,,186969
K04A8.1,WBGene00019373,,179047
K04A8.2,WBGene00019374,,186970
lipl-4,WBGene00019376,LIPase Like  [Source:UniProtKB/TrEMBL;Acc:A0A0K3AUZ3],179046
K04A8.10,WBGene00019379,,186975
K04C2.2,WBGene00019380,,175960
K04C2.3,WBGene00019381,,175958
K04C2.5,WBGene00019382,,186982
K04E7.1,WBGene00019383,,186986
K04F1.1,WBGene00019384,,NA
irld-41,WBGene00019385,,NA
irld-42,WBGene00019386,Insulin/EGF-Receptor L Domain protein  [Source:UniProtKB/TrEMBL;Acc:Q9TXL1],186993
K04F1.8,WBGene00019387,,186994
K04F1.9,WBGene00019388,,186995
irld-40,WBGene00019389,Insulin/EGF-Receptor L Domain protein  [Source:UniProtKB/TrEMBL;Acc:Q9TXL4],186996
irld-43,WBGene00019390,,NA
irld-11,WBGene00019391,Insulin/EGF-Receptor L Domain protein  [Source:UniProtKB/TrEMBL;Acc:M1ZMJ1],186998
irld-44,WBGene00019392,Insulin/EGF-Receptor L Domain protein  [Source:UniProtKB/TrEMBL;Acc:Q9TXL8],186999
irld-45,WBGene00019393,Insulin/EGF-Receptor L Domain protein  [Source:UniProtKB/TrEMBL;Acc:H2L0E3],187000
K04F10.1,WBGene00019394,,187002
K04F10.2,WBGene00019395,Protein KIAA0556 homolog  [Source:UniProtKB/Swiss-Prot;Acc:O44770],187003
K04F10.3,WBGene00019396,Endoplasmic reticulum-like protein  [Source:UniProtKB/TrEMBL;Acc:O44769],172334
K04F10.7,WBGene00019399,,172335
K04G7.1,WBGene00019400,,176004
nuo-4,WBGene00019401,"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial  [Source:UniProtKB/TrEMBL;Acc:Q21233]",176001
syf-2,WBGene00019402,Pre-mRNA-splicing factor syf-2  [Source:UniProtKB/Swiss-Prot;Acc:Q09385],176003
K05B2.2,WBGene00019403,,180764
K05B2.4,WBGene00019404,,187017
K05F1.1,WBGene00019405,,187028
acdh-8,WBGene00019406,Acyl CoA DeHydrogenase  [Source:UniProtKB/TrEMBL;Acc:Q21243],173979
lect-2,WBGene00019407,LECT-2; LEukocyte cell-derived ChemoTaxin 2 (LECT-2) homolog  [Source:UniProtKB/TrEMBL;Acc:Q21241],173978
K05F1.6,WBGene00019408,,173977
K05F1.8,WBGene00019409,,187029
K05F1.9,WBGene00019410,Major sperm protein  [Source:UniProtKB/TrEMBL;Acc:Q21246],173982
K05F1.10,WBGene00019411,,187030
fbxb-49,WBGene00019412,F-box B protein  [Source:UniProtKB/TrEMBL;Acc:O44868],187031
fbxb-50,WBGene00019413,F-box B protein  [Source:UniProtKB/TrEMBL;Acc:O44866],187032
fbxb-51,WBGene00019414,F-box B protein  [Source:UniProtKB/TrEMBL;Acc:O44864],187033
K05F6.4,WBGene00019415,,187034
fbxb-44,WBGene00019416,F-box B protein  [Source:UniProtKB/TrEMBL;Acc:Q2V072],187035
fbxb-52,WBGene00019417,F-box B protein  [Source:UniProtKB/TrEMBL;Acc:O44863],187036
fbxb-54,WBGene00019418,F-box B protein  [Source:UniProtKB/TrEMBL;Acc:O44865],173529
K05F6.8,WBGene00019419,,187037
fbxb-46,WBGene00019420,F-box B protein  [Source:UniProtKB/TrEMBL;Acc:O44869],187038
K05F6.10,WBGene00019421,,187039
K05G3.1,WBGene00019422,,187040
K05G3.2,WBGene00019423,,187041
aptf-1,WBGene00019424,Transcription factor aptf-1  [Source:UniProtKB/Swiss-Prot;Acc:Q09585],187043
K06A1.2,WBGene00019425,,187044
cutl-16,WBGene00019426,CUTiclin-Like  [Source:UniProtKB/TrEMBL;Acc:Q09586],174065
atg-16.2,WBGene00019427,Autophagic-related protein 16.2  [Source:UniProtKB/Swiss-Prot;Acc:Q09406],174067
dgk-5,WBGene00019428,Putative diacylglycerol kinase K06A1.6  [Source:UniProtKB/Swiss-Prot;Acc:Q10024],174068
K06A5.1,WBGene00019429,,172354
K06A5.2,WBGene00019430,,259316
K06A5.3,WBGene00019431,Major sperm protein  [Source:UniProtKB/TrEMBL;Acc:O44550],172352
knl-2,WBGene00019432,Kinetochore null protein 2  [Source:UniProtKB/Swiss-Prot;Acc:O44548],172350
acdh-3,WBGene00019433,Acyl CoA DeHydrogenase  [Source:UniProtKB/TrEMBL;Acc:O44549],172351
nmtn-1,WBGene00019434,NeMiTiN (Neuronal enriched MAP interacting protein) homolog  [Source:UniProtKB/TrEMBL;Acc:Q95X65],172355
K06A9.1,WBGene00019435,,180494
K06A9.2,WBGene00019436,,180493
K06A9.3,WBGene00019437,,187050
cyp-25A6,WBGene00019438,CYtochrome P450 family  [Source:UniProtKB/TrEMBL;Acc:Q21262],187059
K06B9.2,WBGene00019439,,NA
K06B9.4,WBGene00019441,,NA
K06C4.1,WBGene00019442,,184116
K06C4.1,WBGene00019442,,187063
K06C4.7,WBGene00019443,,187064
frpr-11,WBGene00019444,FMRFamide Peptide Receptor family  [Source:UniProtKB/TrEMBL;Acc:Q9GYH2],187065
frpr-12,WBGene00019445,FMRFamide Peptide Receptor family  [Source:UniProtKB/TrEMBL;Acc:Q9GYH3],259953
frpr-13,WBGene00019448,FMRFamide Peptide Receptor family  [Source:UniProtKB/TrEMBL;Acc:Q95Q47],179268
K06H6.1,WBGene00019449,,187070
K06H6.2,WBGene00019450,,187071
nstp-7,WBGene00019451,Nucleotide Sugar TransPorter family  [Source:UniProtKB/TrEMBL;Acc:O17106],187072
K06H6.4,WBGene00019452,,187073
K06H6.5,WBGene00019453,,187074
K06H6.6,WBGene00019454,,NA
K06H7.1,WBGene00019455,,187076
K06H7.2,WBGene00019456,,187077
vms-1,WBGene00019457,,176141
K06H7.7,WBGene00019458,,187078
K06H7.8,WBGene00019459,Putative serine/threonine-protein kinase K06H7.1  [Source:UniProtKB/Swiss-Prot;Acc:P34516],187079
idi-1,WBGene00019460,Isopentenyl Diphosphate Isomerase; Isopentenyl-diphosphate isomerase  [Source:UniProtKB/TrEMBL;Acc:G5EFQ1],176142
K07A3.3,WBGene00019461,,171817
K07A9.3,WBGene00019462,,187085
K07B1.4,WBGene00019464,,179314
acl-14,WBGene00019465,ACyLtransferase-like  [Source:UniProtKB/TrEMBL;Acc:Q95R03],179313
tos-1,WBGene00019466,Target Of Splicing  [Source:UniProtKB/TrEMBL;Acc:Q95R01],3565833
K07B1.7,WBGene00019467,,179318
srz-89,WBGene00019469,,NA
cyp-35B3,WBGene00019470,CYtochrome P450 family  [Source:UniProtKB/TrEMBL;Acc:O44652],187092
cyp-35B2,WBGene00019471,CYtochrome P450 family  [Source:UniProtKB/TrEMBL;Acc:O44651],187093
cyp-35B1,WBGene00019472,CYtochrome P450 family  [Source:UniProtKB/TrEMBL;Acc:O44650],178803
cyp-35A5,WBGene00019473,CYtochrome P450 family  [Source:UniProtKB/TrEMBL;Acc:O44649],178802
K07C11.3,WBGene00019476,,179199
K07C11.4,WBGene00019477,Carboxylic ester hydrolase  [Source:UniProtKB/TrEMBL;Acc:Q21266],179198
cri-2,WBGene00019478,Putative metalloproteinase inhibitor tag-225  [Source:UniProtKB/Swiss-Prot;Acc:Q21265],179197
K07C11.7,WBGene00019479,UPF0046 protein K07C11.7  [Source:UniProtKB/Swiss-Prot;Acc:Q21268],179200
K07C11.8,WBGene00019480,,187106
cogc-6,WBGene00019481,Conserved oligomeric Golgi complex subunit 6  [Source:UniProtKB/Swiss-Prot;Acc:Q21270],179201
K07C11.10,WBGene00019482,,179203
K07D4.2,WBGene00019483,,187107
K07D4.4,WBGene00019484,,187108
K07D4.5,WBGene00019485,,187109
K07D4.6,WBGene00019486,,187110
ephx-1,WBGene00019487,EPHeXin (Eph-interacting GEF) homolog  [Source:UniProtKB/TrEMBL;Acc:Q965J0],173742
K07D4.9,WBGene00019488,,259430
K07E1.1,WBGene00019489,"1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase homolog 2  [Source:UniProtKB/Swiss-Prot;Acc:Q09407]",24104726
K07E3.1,WBGene00019490,,181068
K07E3.2,WBGene00019491,,187111
K07E3.4,WBGene00019492,,181064
catp-5,WBGene00019493,Cation-transporting ATPase catp-5  [Source:UniProtKB/Swiss-Prot;Acc:Q21286],181067
K07E8.1,WBGene00019494,,NA
sdz-24,WBGene00019495,SKN-1 Dependent Zygotic transcript  [Source:UniProtKB/TrEMBL;Acc:O16689],173457
frpr-14,WBGene00019496,FMRFamide Peptide Receptor family  [Source:UniProtKB/TrEMBL;Acc:O16687],187113
K07E8.6,WBGene00019497,,187114
K07E8.7,WBGene00019498,Pseudouridine synthase  [Source:UniProtKB/TrEMBL;Acc:A0A0M7RF85],173456
K07E12.2,WBGene00019501,,187117
K07G6.1,WBGene00019502,,187124
tbce-1,WBGene00019503,TuBulin folding Cofactor E homolog  [Source:UniProtKB/TrEMBL;Acc:Q20068],177624
K07H8.2,WBGene00019504,,177623
K07H8.5,WBGene00019506,,187126
K07H8.7,WBGene00019507,,187127
K07H8.8,WBGene00019508,,187128
K07H8.9,WBGene00019509,,177620
K07H8.10,WBGene00019510,,177621
K08A2.1,WBGene00019511,,173645
K08A2.2,WBGene00019512,,173644
K08A2.4,WBGene00019513,,173643
K08B4.2,WBGene00019514,,177371
ugt-19,WBGene00019515,UDP-GlucuronosylTransferase  [Source:UniProtKB/TrEMBL;Acc:Q9TYY5],187129
ugt-20,WBGene00019516,UDP-GlucuronosylTransferase  [Source:UniProtKB/TrEMBL;Acc:Q9TYY4],187130
K08B4.5,WBGene00019517,,NA
K08B5.1,WBGene00019518,,187132
K08B5.2,WBGene00019519,,187133
K08B12.1,WBGene00019520,,179014
dmd-7,WBGene00019521,DM (Doublesex/MAB-3) Domain family  [Source:UniProtKB/TrEMBL;Acc:O01582],179012
K08B12.3,WBGene00019522,,187136
K08D9.2,WBGene00019524,,187146
K08D9.4,WBGene00019525,,187147
K08D9.5,WBGene00019526,,NA
K08D9.6,WBGene00019527,,178760
K08D10.5,WBGene00019529,,187150
scrm-8,WBGene00019530,Phospholipid scramblase  [Source:UniProtKB/TrEMBL;Acc:Q21319],187152
scrm-5,WBGene00019531,Phospholipid scramblase  [Source:UniProtKB/TrEMBL;Acc:Q21318],177180
K08D10.9,WBGene00019532,,NA
K08D10.10,WBGene00019533,,187154
K08D10.11,WBGene00019534,,187155
tsen-34,WBGene00019535,Trna (tRNA) Splicing ENdonuclease subunit related  [Source:UniProtKB/TrEMBL;Acc:U4PCA1],259566
rpi-2,WBGene00019536,,187156
K08D12.3,WBGene00019537,,176979
K08D12.4,WBGene00019538,,187157
K08D12.6,WBGene00019540,,176980
K08F11.1,WBGene00019541,,187169
cif-1,WBGene00019543,COP9/Signalosome and eIF3 complex-shared subunit 1  [Source:UniProtKB/Swiss-Prot;Acc:Q94261],177236
miro-1,WBGene00019544,Mitochondrial Rho GTPase 1  [Source:UniProtKB/Swiss-Prot;Acc:Q94263],177238
K09B3.1,WBGene00019545,,187188
glct-6,WBGene00019546,Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase  [Source:UniProtKB/TrEMBL;Acc:G4SN66],4363062
K09C4.1,WBGene00019547,,180621
K09C4.2,WBGene00019548,,187193
K09C4.4,WBGene00019549,,187194
K09C4.5,WBGene00019550,,187195
K09C4.6,WBGene00019551,,187196
K09C4.7,WBGene00019552,,187197
K09C4.9,WBGene00019553,,187198
K09C4.10,WBGene00019554,,180620
K09C6.2,WBGene00019556,,187199
K09C6.3,WBGene00019557,,187200
srbc-12,WBGene00019558,"Serpentine Receptor, class BC (Class B-like)  [Source:UniProtKB/TrEMBL;Acc:O16943]",187201
srbc-13,WBGene00019559,"Serpentine Receptor, class BC (Class B-like)  [Source:UniProtKB/TrEMBL;Acc:O16942]",187202
K09C6.6,WBGene00019560,,187203
K09C6.7,WBGene00019561,,178589
K09C6.8,WBGene00019562,,178590
K09C6.9,WBGene00019563,,187204
K09D9.1,WBGene00019564,,187208
cyp-35A3,WBGene00019565,CYtochrome P450 family  [Source:UniProtKB/TrEMBL;Acc:Q9N5I1],187209
K09D9.3,WBGene00019566,,187210
K09D9.9,WBGene00019567,,187211
K09D9.11,WBGene00019568,,NA
K09D9.12,WBGene00019569,,NA
K09E2.1,WBGene00019570,,187215
K09E2.2,WBGene00019571,,187216
K09E2.3,WBGene00019572,,187217
K09E3.2,WBGene00019574,,187219
K09E3.4,WBGene00019575,,NA
K09E3.5,WBGene00019576,,187221
K09E3.6,WBGene00019577,,187222
K09E3.7,WBGene00019578,,187223
oac-57,WBGene00019579,O-ACyltransferase homolog  [Source:UniProtKB/TrEMBL;Acc:C6ELT9],187224
oac-58,WBGene00019580,O-ACyltransferase homolog  [Source:UniProtKB/TrEMBL;Acc:A3QMD3],187225
K09F5.1,WBGene00019582,,187227
K09F5.4,WBGene00019583,,187228
set-12,WBGene00019584,Histone-lysine N-methyltransferase  [Source:UniProtKB/TrEMBL;Acc:Q21404],187229
K09F6.3,WBGene00019586,Protein-tyrosine-phosphatase  [Source:UniProtKB/TrEMBL;Acc:O16728],173583
K09F6.4,WBGene00019587,,187232
K09F6.5,WBGene00019588,,187233
K09F6.6,WBGene00019589,,173584
K09F6.7,WBGene00019590,,187234
fbxc-25,WBGene00019591,F-box C protein  [Source:UniProtKB/TrEMBL;Acc:O16735],187235
K09F6.9,WBGene00019592,,173585
K09F6.10,WBGene00019593,,173586
K09H9.1,WBGene00019594,,187238
K09H9.2,WBGene00019595,,171887
K09H9.5,WBGene00019597,,187241
K09H9.7,WBGene00019598,,187242
acds-10,WBGene00019599,,178962
rga-3,WBGene00019600,Rho GTPase Activating protein  [Source:UniProtKB/TrEMBL;Acc:O01585],178961
K09H11.4,WBGene00019601,,187244
K09H11.5,WBGene00019602,,187245
K09H11.6,WBGene00019603,,187246
K09H11.7,WBGene00019604,,178963
ctsa-1,WBGene00019605,Uncharacterized serine carboxypeptidase ctsa-1  [Source:UniProtKB/Swiss-Prot;Acc:Q09991],174057
clec-88,WBGene00019606,C-type lectin domain-containing protein 88  [Source:UniProtKB/Swiss-Prot;Acc:Q86NG3],174056
K10B2.4,WBGene00019607,,174054
ani-2,WBGene00019608,Anillin-like protein 2  [Source:UniProtKB/Swiss-Prot;Acc:Q09994],174055
K10B3.1,WBGene00019609,,187247
K10B3.5,WBGene00019611,,180599
gpcp-1,WBGene00019612,Putative glycerophosphocholine phosphodiesterase GPCPD1 homolog 1  [Source:UniProtKB/Swiss-Prot;Acc:Q21407],180600
K10B4.1,WBGene00019613,,187249
srt-54,WBGene00019614,"Serpentine Receptor, class T  [Source:UniProtKB/TrEMBL;Acc:O17238]",187250
K10B4.3,WBGene00019615,Protein melted homolog  [Source:UniProtKB/Swiss-Prot;Acc:O17237],173397
nmur-2,WBGene00019616,NMUR (NeuroMedin U Receptor) homolog  [Source:UniProtKB/TrEMBL;Acc:O17239],173398
K10C2.1,WBGene00019617,Carboxypeptidase  [Source:UniProtKB/TrEMBL;Acc:Q94269],180915
K10C2.2,WBGene00019618,,187252
asp-14,WBGene00019619,ASpartyl Protease  [Source:UniProtKB/TrEMBL;Acc:Q94271],180917
fah-1,WBGene00019620,FumarylAcetoacetate Hydrolase  [Source:UniProtKB/TrEMBL;Acc:Q94272],180918
K10C2.6,WBGene00019621,,187254
K10C2.7,WBGene00019622,,180916
K10C9.1,WBGene00019623,,187259
K10C9.3,WBGene00019624,,190096
K10C9.4,WBGene00019625,,187260
K10C9.7,WBGene00019626,,187261
K10D2.1,WBGene00019627,Protein HIRA homolog  [Source:UniProtKB/Swiss-Prot;Acc:Q09589],175709
pup-2,WBGene00019628,Poly(U) Polymerase  [Source:UniProtKB/TrEMBL;Acc:Q09408],175708
cid-1,WBGene00019629,Caffeine Induced Death (S. pombe Cid) homolog  [Source:UniProtKB/TrEMBL;Acc:Q09409],175707
emb-1,WBGene00019630,Anaphase-promoting complex subunit emb-1  [Source:UniProtKB/Swiss-Prot;Acc:Q09410],187262
K10D2.5,WBGene00019631,,175706
K10D2.7,WBGene00019633,Molybdopterin synthase sulfur carrier subunit  [Source:UniProtKB/Swiss-Prot;Acc:Q09412],187263
gsto-3,WBGene00019636,"Glutathione S-Transferase, Omega class  [Source:UniProtKB/TrEMBL;Acc:Q8IA74]",175196
K10F12.6,WBGene00019638,,187275
K10F12.7,WBGene00019639,,3564780
dos-2,WBGene00019640,Delta and OSM-11-like  [Source:UniProtKB/TrEMBL;Acc:O16627],187282
K10G6.4,WBGene00019641,,173739
K11C4.1,WBGene00019642,,179078
K11C4.2,WBGene00019643,,187288
cpt-4,WBGene00019644,Carnitine Palmitoyl Transferase  [Source:UniProtKB/TrEMBL;Acc:O44619],178889
swt-7,WBGene00019645,Sugar transporter SWEET  [Source:UniProtKB/TrEMBL;Acc:O44620],178890
K11D12.6,WBGene00019646,,187293
K11D12.7,WBGene00019647,,178891
K11D12.8,WBGene00019648,,187294
K11D12.9,WBGene00019649,,178892
K11D12.11,WBGene00019650,,260212
K11D12.12,WBGene00019651,,259619
K11G9.1,WBGene00019652,Carboxylic ester hydrolase  [Source:UniProtKB/TrEMBL;Acc:Q23010],179057
K11G9.2,WBGene00019653,Carboxylic ester hydrolase  [Source:UniProtKB/TrEMBL;Acc:Q23009],187304
K11G9.3,WBGene00019654,Carboxylic ester hydrolase  [Source:UniProtKB/TrEMBL;Acc:Q23008],187305
K11G9.5,WBGene00019655,,179059
slc-25A10,WBGene00019656,Oxoglutarate/malate carrier protein; SLC (SoLute Carrier) homolog  [Source:UniProtKB/TrEMBL;Acc:G5EE96],180940
K11G12.6,WBGene00019657,Lipase maturation factor  [Source:UniProtKB/TrEMBL;Acc:Q2L6Y0],180941
K11H12.1,WBGene00019658,Putative bolA-like protein K11H12.1  [Source:UniProtKB/Swiss-Prot;Acc:P91375],176890
K11H12.3,WBGene00019659,,187311
K11H12.4,WBGene00019660,,176894
K11H12.5,WBGene00019661,,187312
K11H12.6,WBGene00019662,,187313
K11H12.7,WBGene00019663,,176893
K11H12.8,WBGene00019664,,176892
K11H12.9,WBGene00019665,,176889
sago-1,WBGene00019666,Piwi-like protein  [Source:UniProtKB/TrEMBL;Acc:A0A0T7CIX3],179016
K12B6.2,WBGene00019667,,187315
fil-2,WBGene00019668,Fasting Induced Lipase  [Source:UniProtKB/TrEMBL;Acc:O16380],187316
K12B6.4,WBGene00019669,,187317
K12B6.6,WBGene00019670,,187318
K12B6.8,WBGene00019672,,NA
K12C11.1,WBGene00019673,,171704
K12C11.3,WBGene00019674,,187321
K12D9.1,WBGene00019675,,187323
irld-46,WBGene00019676,,NA
K12H4.2,WBGene00019677,,176135
K12H4.3,WBGene00019678,Ribosome biogenesis protein BRX1 homolog  [Source:UniProtKB/Swiss-Prot;Acc:P34524],176134
K12H4.4,WBGene00019679,Probable signal peptidase complex subunit 3  [Source:UniProtKB/Swiss-Prot;Acc:P34525],176133
K12H4.5,WBGene00019680,,187337
K12H4.6,WBGene00019681,,187338
K12H4.7,WBGene00019682,Putative serine protease K12H4.7  [Source:UniProtKB/Swiss-Prot;Acc:P34528],176136
K12H6.2,WBGene00019683,,187341
K12H6.4,WBGene00019684,,187343
K12H6.5,WBGene00019685,,187344
K12H6.6,WBGene00019686,,173629
K12H6.7,WBGene00019687,,187345
K12H6.8,WBGene00019688,,187346
K12H6.9,WBGene00019689,,173627
set-13,WBGene00019690,SET (Trithorax/polycomb) domain containing  [Source:UniProtKB/TrEMBL;Acc:Q9N5H6],173626
K12H6.12,WBGene00019691,,187348
M01A10.1,WBGene00019692,,187350
ostd-1,WBGene00019693,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2  [Source:UniProtKB/Swiss-Prot;Acc:P91390],172208
M01B12.4,WBGene00019697,,3565638
riok-1,WBGene00019698,Serine/threonine-protein kinase RIO1  [Source:UniProtKB/Swiss-Prot;Acc:O44959],171883
math-34,WBGene00019699,MATH (Meprin-associated Traf homology) domain containing  [Source:UniProtKB/TrEMBL;Acc:H2L040],173482
btb-11,WBGene00019700,BTB (Broad/complex/Tramtrack/Bric a brac) domain protein  [Source:UniProtKB/TrEMBL;Acc:O17223],173481
fbxb-39,WBGene00019702,F-box B protein  [Source:UniProtKB/TrEMBL;Acc:O17228],187366
fbxb-41,WBGene00019703,F-box B protein  [Source:UniProtKB/TrEMBL;Acc:O17229],173484
fbxb-40,WBGene00019704,F-box B protein  [Source:UniProtKB/TrEMBL;Acc:O17231],173487
fbxb-45,WBGene00019705,F-box B protein  [Source:UniProtKB/TrEMBL;Acc:Q965L5],173485
M01D7.1,WBGene00019706,,NA
M01E10.3,WBGene00019709,,187371
M01E11.1,WBGene00019710,Protein-S-isoprenylcysteine O-methyltransferase  [Source:UniProtKB/TrEMBL;Acc:P91402],187374
M01E11.2,WBGene00019711,,172214
rmh-1,WBGene00019712,RMi1 (RMI1) Homolog  [Source:UniProtKB/TrEMBL;Acc:P91399],172212
