gene_name,ensembl,description,entrezgene
bap1,ENSDARG00000063051,BRCA1 associated protein-1 (ubiquitin carboxy-terminal hydrolase) [Source:ZFIN;Acc:ZDB-GENE-050208-492],558885
si:dkey-191j3.1,ENSDARG00000096063,si:dkey-191j3.1 [Source:ZFIN;Acc:ZDB-GENE-110914-174],NA
lipea,ENSDARG00000063037,"lipase, hormone-sensitive a [Source:ZFIN;Acc:ZDB-GENE-060503-734]",568368
wnk1a,ENSDARG00000078992,WNK lysine deficient protein kinase 1a [Source:ZFIN;Acc:ZDB-GENE-080917-49],100318736
mrpl4,ENSDARG00000058824,mitochondrial ribosomal protein L4 [Source:ZFIN;Acc:ZDB-GENE-050522-388],553771
trpm1a,ENSDARG00000011259,"transient receptor potential cation channel, subfamily M, member 1a [Source:ZFIN;Acc:ZDB-GENE-070112-1372]",791196
cpt1aa,ENSDARG00000059770,carnitine palmitoyltransferase 1Aa (liver) [Source:ZFIN;Acc:ZDB-GENE-060503-925],558088
pex26,ENSDARG00000073858,peroxisomal biogenesis factor 26 [Source:ZFIN;Acc:ZDB-GENE-030131-6584],334644
ubr4,ENSDARG00000009549,ubiquitin protein ligase E3 component n-recognin 4 [Source:ZFIN;Acc:ZDB-GENE-090313-341],407625
dctn4,ENSDARG00000023988,dynactin 4 [Source:ZFIN;Acc:ZDB-GENE-050417-306],550479
tspan2a,ENSDARG00000003754,tetraspanin 2a [Source:ZFIN;Acc:ZDB-GENE-050522-511],378854
si:ch211-221n20.7,ENSDARG00000114229,si:ch211-221n20.7 [Source:ZFIN;Acc:ZDB-GENE-041014-229],NA
eci2,ENSDARG00000102412,enoyl-CoA delta isomerase 2 [Source:ZFIN;Acc:ZDB-GENE-040718-392],436918
kcnma1a,ENSDARG00000079840,"potassium large conductance calcium-activated channel, subfamily M, alpha member 1a [Source:ZFIN;Acc:ZDB-GENE-070202-9]",568554
mboat2a,ENSDARG00000031845,membrane bound O-acyltransferase domain containing 2a [Source:ZFIN;Acc:ZDB-GENE-041210-257],570695
samd11,ENSDARG00000077852,sterile alpha motif domain containing 11 [Source:ZFIN;Acc:ZDB-GENE-060428-2],569122
si:dkey-3n22.9,ENSDARG00000096273,si:dkey-3n22.9 [Source:ZFIN;Acc:ZDB-GENE-120215-95],101886676
si:dkey-6n6.1,ENSDARG00000062487,si:dkey-6n6.1 [Source:ZFIN;Acc:ZDB-GENE-060503-80],100170811
si:ch211-221n20.4,ENSDARG00000111367,si:ch211-221n20.4 [Source:ZFIN;Acc:ZDB-GENE-041014-222],108180292
dicp2.1,ENSDARG00000035101,diverse immunoglobulin domain-containing protein 2.1 [Source:ZFIN;Acc:ZDB-GENE-120306-16],100884137
marcksl1b,ENSDARG00000035715,MARCKS-like 1b [Source:ZFIN;Acc:ZDB-GENE-040426-2315],406504
pa2g4b,ENSDARG00000070657,"proliferation-associated 2G4, b [Source:ZFIN;Acc:ZDB-GENE-030131-2182]",323462
cyp2j20,ENSDARG00000094057,"cytochrome P450, family 2, subfamily J, polypeptide 20 [Source:ZFIN;Acc:ZDB-GENE-041210-324]",797309
myo5aa,ENSDARG00000061635,myosin VAa [Source:ZFIN;Acc:ZDB-GENE-041027-2],562188
si:dkey-191g9.5,ENSDARG00000056080,si:dkey-191g9.5 [Source:ZFIN;Acc:ZDB-GENE-090313-217],100148873
si:dkey-235d18.6,ENSDARG00000115571,si:dkey-235d18.6 [Source:ZFIN;Acc:ZDB-GENE-041014-226],101885094
si:dkey-13n15.2,ENSDARG00000061806,si:dkey-13n15.2 [Source:ZFIN;Acc:ZDB-GENE-060526-209],NA
trim54,ENSDARG00000029907,tripartite motif containing 54 [Source:ZFIN;Acc:ZDB-GENE-041014-342],563772
dicp2.2,ENSDARG00000099539,diverse immunoglobulin domain-containing protein 2.2 [Source:ZFIN;Acc:ZDB-GENE-120306-17],100884152
golga7bb,ENSDARG00000105099,"golgin A7 family, member Bb [Source:ZFIN;Acc:ZDB-GENE-090312-173]",565590
plppr5a,ENSDARG00000057209,phospholipid phosphatase related 5a [Source:ZFIN;Acc:ZDB-GENE-070705-281],100006660
cyp2p9,ENSDARG00000022631,"cytochrome P450, family 2, subfamily P, polypeptide 9 [Source:ZFIN;Acc:ZDB-GENE-040120-2]",393592
cacnb1,ENSDARG00000002167,"calcium channel, voltage-dependent, beta 1 subunit [Source:ZFIN;Acc:ZDB-GENE-040718-399]",436925
gng13a,ENSDARG00000024740,"guanine nucleotide binding protein (G protein), gamma 13a [Source:ZFIN;Acc:ZDB-GENE-081022-188]",100007047
si:ch211-221n20.2,ENSDARG00000095671,si:ch211-221n20.2 [Source:ZFIN;Acc:ZDB-GENE-041014-225],NA
KCNB2,ENSDARG00000088842,potassium voltage-gated channel subfamily B member 2 [Source:HGNC Symbol;Acc:HGNC:6232],566883
FP015862.1,ENSDARG00000097124,,NA
si:ch211-135f11.6,ENSDARG00000093509,si:ch211-135f11.6 [Source:ZFIN;Acc:ZDB-GENE-060526-33],NA
gcfc2,ENSDARG00000079020,GC-rich sequence DNA-binding factor 2 [Source:ZFIN;Acc:ZDB-GENE-080204-19],559280
si:dkey-21h14.12,ENSDARG00000094603,si:dkey-21h14.12 [Source:ZFIN;Acc:ZDB-GENE-110913-1],NA
AL954129.1,ENSDARG00000105524,uncharacterized LOC103911374 [Source:NCBI gene;Acc:103911374],103911374
adnpa,ENSDARG00000062002,activity-dependent neuroprotector homeobox a [Source:ZFIN;Acc:ZDB-GENE-061215-112],564637
BX322665.2,ENSDARG00000095707,,NA
tubb6,ENSDARG00000104801,"tubulin, beta 6 class V [Source:ZFIN;Acc:ZDB-GENE-070424-195]",550458
si:ch211-221n20.1,ENSDARG00000110807,si:ch211-221n20.1 [Source:ZFIN;Acc:ZDB-GENE-041014-227],110438206
BX322665.3,ENSDARG00000096798,,NA
dlx4a,ENSDARG00000011956,distal-less homeobox 4a [Source:ZFIN;Acc:ZDB-GENE-980526-73],30561
cfhl2,ENSDARG00000103760,complement factor H like 2 [Source:ZFIN;Acc:ZDB-GENE-041114-123],492777
mafbb,ENSDARG00000070542,v-maf avian musculoaponeurotic fibrosarcoma oncogene homolog Bb [Source:ZFIN;Acc:ZDB-GENE-010605-4],114463
sigmar1,ENSDARG00000011418,sigma non-opioid intracellular receptor 1 [Source:ZFIN;Acc:ZDB-GENE-040426-1006],393952
ndufb11,ENSDARG00000043467,NADH:ubiquinone oxidoreductase subunit B11 [Source:ZFIN;Acc:ZDB-GENE-050309-25],562219
spast,ENSDARG00000024933,spastin [Source:ZFIN;Acc:ZDB-GENE-040426-2331],405851
trmt61b,ENSDARG00000097465,tRNA methyltransferase 61B [Source:ZFIN;Acc:ZDB-GENE-131127-35],100003205
cyp2p7,ENSDARG00000042980,"cytochrome P450, family 2, subfamily P, polypeptide 7 [Source:ZFIN;Acc:ZDB-GENE-041001-155]",100034406
fam210aa,ENSDARG00000035985,"family with sequence similarity 210, member Aa [Source:ZFIN;Acc:ZDB-GENE-030131-5627]",562734
CR932000.1,ENSDARG00000097733,,NA
adgra2,ENSDARG00000076994,adhesion G protein-coupled receptor A2 [Source:ZFIN;Acc:ZDB-GENE-081104-363],560700
mpp2b,ENSDARG00000010957,"membrane protein, palmitoylated 2b (MAGUK p55 subfamily member 2) [Source:ZFIN;Acc:ZDB-GENE-040704-70]",431770
tmem45b,ENSDARG00000056239,transmembrane protein 45B [Source:ZFIN;Acc:ZDB-GENE-040426-1904],402977
rhoaa,ENSDARG00000026845,"ras homolog gene family, member Aa [Source:ZFIN;Acc:ZDB-GENE-040426-2150]",406411
hephl1a,ENSDARG00000059231,hephaestin-like 1a [Source:ZFIN;Acc:ZDB-GENE-070801-4],561607
slc5a6a,ENSDARG00000042859,"solute carrier family 5 (sodium/multivitamin and iodide cotransporter), member 6a [Source:ZFIN;Acc:ZDB-GENE-041001-177]",563356
hs3st4,ENSDARG00000052648,heparan sulfate (glucosamine) 3-O-sulfotransferase 4 [Source:ZFIN;Acc:ZDB-GENE-070202-8],563570
txnl4a,ENSDARG00000036190,thioredoxin-like 4A [Source:ZFIN;Acc:ZDB-GENE-041010-25],449780
si:dkeyp-97e7.9,ENSDARG00000070541,si:dkeyp-97e7.9 [Source:ZFIN;Acc:ZDB-GENE-131121-398],100151344
cidea,ENSDARG00000098245,cell death-inducing DFFA-like effector a [Source:ZFIN;Acc:ZDB-GENE-091204-339],100536460
jkamp,ENSDARG00000028581,jnk1/mapk8 associated membrane protein [Source:ZFIN;Acc:ZDB-GENE-040718-382],393454
nfrkb,ENSDARG00000091512,nuclear factor related to kappaB binding protein [Source:ZFIN;Acc:ZDB-GENE-030131-6419],567709
BX908757.1,ENSDARG00000100073,,NA
hs3st2,ENSDARG00000059616,heparan sulfate (glucosamine) 3-O-sulfotransferase 2 [Source:ZFIN;Acc:ZDB-GENE-070202-7],571246
BX908757.2,ENSDARG00000111615,,NA
spdya,ENSDARG00000059131,speedy/RINGO cell cycle regulator family member A [Source:ZFIN;Acc:ZDB-GENE-041010-194],100005885
thraa,ENSDARG00000000151,thyroid hormone receptor alpha a [Source:ZFIN;Acc:ZDB-GENE-990415-263],30670
cryaba,ENSDARG00000042621,"crystallin, alpha B, a [Source:ZFIN;Acc:ZDB-GENE-991119-2]",30393
wbp1lb,ENSDARG00000029751,WW domain binding protein 1-like b [Source:ZFIN;Acc:ZDB-GENE-050522-112],553658
BX908757.3,ENSDARG00000112426,,NA
BX571825.8,ENSDARG00000092537,,NA
dnah2,ENSDARG00000087352,"dynein, axonemal, heavy chain 2 [Source:ZFIN;Acc:ZDB-GENE-130530-910]",556023
s1pr3a,ENSDARG00000042470,sphingosine-1-phosphate receptor 3a [Source:ZFIN;Acc:ZDB-GENE-050208-347],798390
adcy9,ENSDARG00000100869,adenylate cyclase 9 [Source:ZFIN;Acc:ZDB-GENE-050208-455],100333702
si:dkey-6n6.2,ENSDARG00000058032,si:dkey-6n6.2 [Source:ZFIN;Acc:ZDB-GENE-060503-173],751683
phox2ba,ENSDARG00000075330,paired-like homeobox 2ba [Source:ZFIN;Acc:ZDB-GENE-090313-51],795258
BX294379.1,ENSDARG00000092950,,NA
pkp4,ENSDARG00000045331,plakophilin 4 [Source:ZFIN;Acc:ZDB-GENE-120411-14],561566
kctd5a,ENSDARG00000015722,potassium channel tetramerization domain containing 5a [Source:ZFIN;Acc:ZDB-GENE-030131-727],322008
cnga1b,ENSDARG00000012125,cyclic nucleotide gated channel alpha 1b [Source:ZFIN;Acc:ZDB-GENE-110408-39],572249
cyp2p10,ENSDARG00000042990,"cytochrome P450, family 2, subfamily P, polypeptide 10 [Source:ZFIN;Acc:ZDB-GENE-040120-1]",399485
ubtd1a,ENSDARG00000007382,ubiquitin domain containing 1a [Source:ZFIN;Acc:ZDB-GENE-070424-93],563264
si:dkey-13n15.2,ENSDARG00000094417,si:dkey-13n15.2 [Source:ZFIN;Acc:ZDB-GENE-060526-209],NA
zgc:162171,ENSDARG00000036499,zgc:162171 [Source:ZFIN;Acc:ZDB-GENE-070424-24],565931
BX927323.1,ENSDARG00000097813,,NA
neto1,ENSDARG00000068483,neuropilin (NRP) and tolloid (TLL)-like 1 [Source:ZFIN;Acc:ZDB-GENE-070912-592],110437736
tex10,ENSDARG00000055885,testis expressed 10 [Source:ZFIN;Acc:ZDB-GENE-040426-2827],327196
cyp2p8,ENSDARG00000042982,"cytochrome P450, family 2, subfamily P, polypeptide 8 [Source:ZFIN;Acc:ZDB-GENE-061030-1]",100034366
crx,ENSDARG00000011989,cone-rod homeobox [Source:ZFIN;Acc:ZDB-GENE-010403-1],81881
nsun4,ENSDARG00000021324,"NOL1/NOP2/Sun domain family, member 4 [Source:ZFIN;Acc:ZDB-GENE-041212-77]",494106
ppp1r15b,ENSDARG00000068128,"protein phosphatase 1, regulatory subunit 15B [Source:ZFIN;Acc:ZDB-GENE-030829-40]",571470
zdhhc16a,ENSDARG00000007808,"zinc finger, DHHC-type containing 16a [Source:ZFIN;Acc:ZDB-GENE-040426-1621]",394017
dcun1d5,ENSDARG00000100363,"DCN1, defective in cullin neddylation 1, domain containing 5 (S. cerevisiae) [Source:ZFIN;Acc:ZDB-GENE-040426-2603]",406622
si:ch73-322b17.4,ENSDARG00000087509,si:ch73-322b17.4 [Source:ZFIN;Acc:ZDB-GENE-131121-87],NA
slc15a2,ENSDARG00000032010,"solute carrier family 15 (oligopeptide transporter), member 2 [Source:ZFIN;Acc:ZDB-GENE-030131-5866]",556684
wdr3,ENSDARG00000011079,WD repeat domain 3 [Source:ZFIN;Acc:ZDB-GENE-030131-9830],321058
dusp3b,ENSDARG00000060130,dual specificity phosphatase 3b [Source:ZFIN;Acc:ZDB-GENE-030616-38],568344
dazap2,ENSDARG00000007867,DAZ associated protein 2 [Source:ZFIN;Acc:ZDB-GENE-030131-3036],324316
rusc1,ENSDARG00000078125,RUN and SH3 domain containing 1 [Source:ZFIN;Acc:ZDB-GENE-100922-274],558727
pdpk1a,ENSDARG00000062304,3-phosphoinositide dependent protein kinase 1a [Source:ZFIN;Acc:ZDB-GENE-061013-109],768202
slc13a5b,ENSDARG00000039999,"solute carrier family 13 (sodium-dependent citrate transporter), member 5b [Source:ZFIN;Acc:ZDB-GENE-130530-605]",100006328
agpat3,ENSDARG00000036549,1-acylglycerol-3-phosphate O-acyltransferase 3 [Source:ZFIN;Acc:ZDB-GENE-040426-2765],406734
gpam,ENSDARG00000074169,"glycerol-3-phosphate acyltransferase, mitochondrial [Source:ZFIN;Acc:ZDB-GENE-101026-1]",100332911
pik3c2a,ENSDARG00000060841,"phosphatidylinositol-4-phosphate 3-kinase, catalytic subunit type 2 alpha [Source:ZFIN;Acc:ZDB-GENE-030328-39]",571356
gapdhs,ENSDARG00000039914,"glyceraldehyde-3-phosphate dehydrogenase, spermatogenic [Source:ZFIN;Acc:ZDB-GENE-020913-1]",406367
kank1b,ENSDARG00000060584,KN motif and ankyrin repeat domains 1b [Source:ZFIN;Acc:ZDB-GENE-060526-260],561164
col4a3,ENSDARG00000003395,"collagen, type IV, alpha 3 [Source:ZFIN;Acc:ZDB-GENE-070802-4]",553354
sebox,ENSDARG00000042526,SEBOX homeobox [Source:ZFIN;Acc:ZDB-GENE-021206-4],282666
papss2a,ENSDARG00000071021,3'-phosphoadenosine 5'-phosphosulfate synthase 2a [Source:ZFIN;Acc:ZDB-GENE-061110-85],777719
tspan15,ENSDARG00000039455,tetraspanin 15 [Source:ZFIN;Acc:ZDB-GENE-050417-295],100000710
znf1119,ENSDARG00000116181,zinc finger protein 1119 [Source:ZFIN;Acc:ZDB-GENE-110914-42],103910469
ruvbl2,ENSDARG00000055639,RuvB-like AAA ATPase 2 [Source:ZFIN;Acc:ZDB-GENE-030109-1],317678
si:ch211-281l24.3,ENSDARG00000068637,si:ch211-281l24.3 [Source:ZFIN;Acc:ZDB-GENE-131121-575],798456
si:dkey-266m15.6,ENSDARG00000078508,si:dkey-266m15.6 [Source:ZFIN;Acc:ZDB-GENE-070705-443],569039
phox2bb,ENSDARG00000091029,paired-like homeobox 2bb [Source:ZFIN;Acc:ZDB-GENE-050407-3],544654
slc13a1,ENSDARG00000045638,solute carrier family 13 member 1 [Source:ZFIN;Acc:ZDB-GENE-031222-3],387592
dirc2,ENSDARG00000009783,disrupted in renal carcinoma 2 [Source:ZFIN;Acc:ZDB-GENE-040912-167],447858
CT027718.1,ENSDARG00000097433,,NA
alpl,ENSDARG00000015546,"alkaline phosphatase, liver/bone/kidney [Source:ZFIN;Acc:ZDB-GENE-040420-1]",393982
BX511061.1,ENSDARG00000105557,uncharacterized LOC101885004 [Source:NCBI gene;Acc:101885004],101885004
ARHGAP22,ENSDARG00000076434,Rho GTPase activating protein 22 [Source:HGNC Symbol;Acc:HGNC:30320],555573
rhot1a,ENSDARG00000099996,ras homolog family member T1a [Source:ZFIN;Acc:ZDB-GENE-030131-5354],327143
adora2aa,ENSDARG00000033706,adenosine A2a receptor a [Source:ZFIN;Acc:ZDB-GENE-080723-28],561701
si:ch211-253p18.2,ENSDARG00000092770,si:ch211-253p18.2 [Source:ZFIN;Acc:ZDB-GENE-041001-106],103909313
col4a4,ENSDARG00000002831,"collagen, type IV, alpha 4 [Source:ZFIN;Acc:ZDB-GENE-101001-1]",554270
cyp7a1,ENSDARG00000069018,"cytochrome P450, family 7, subfamily A, polypeptide 1 [Source:ZFIN;Acc:ZDB-GENE-040426-1296]",394148
CR536604.1,ENSDARG00000093594,si:dkey-57a22.11 [Source:NCBI gene;Acc:569865],569865
hnrnph1,ENSDARG00000040881,heterogeneous nuclear ribonucleoprotein H1 [Source:ZFIN;Acc:ZDB-GENE-040426-1856],402984
nuggc.3,ENSDARG00000058672,"nuclear GTPase, germinal center associated, tandem duplicate 3 [Source:ZFIN;Acc:ZDB-GENE-061207-67]",100006053
hspbap1,ENSDARG00000033771,hspb associated protein 1 [Source:ZFIN;Acc:ZDB-GENE-040808-38],445320
CR774192.1,ENSDARG00000096550,,NA
rab39bb,ENSDARG00000036501,"RAB39B, member RAS oncogene family b [Source:ZFIN;Acc:ZDB-GENE-061215-104]",566010
specc1la,ENSDARG00000006719,sperm antigen with calponin homology and coiled-coil domains 1-like a [Source:ZFIN;Acc:ZDB-GENE-060810-139],561775
BX571825.16,ENSDARG00000096494,,NA
lrrc18b,ENSDARG00000076236,leucine rich repeat containing 18b [Source:ZFIN;Acc:ZDB-GENE-110315-1],568967
si:ch211-1f22.3,ENSDARG00000101532,si:ch211-1f22.3 [Source:ZFIN;Acc:ZDB-GENE-121214-89],NA
BX571825.14,ENSDARG00000096477,,NA
zgc:172122,ENSDARG00000079191,zgc:172122 [Source:ZFIN;Acc:ZDB-GENE-080208-1],571844
si:ch211-135f11.5,ENSDARG00000091936,si:ch211-135f11.5 [Source:ZFIN;Acc:ZDB-GENE-060531-16],NA
tacr1a,ENSDARG00000035533,tachykinin receptor 1a [Source:ZFIN;Acc:ZDB-GENE-060526-185],100003539
CR927050.1,ENSDARG00000099180,,NA
fdft1,ENSDARG00000101062,farnesyl-diphosphate farnesyltransferase 1 [Source:ZFIN;Acc:ZDB-GENE-081104-242],571911
arhgap44,ENSDARG00000104549,Rho GTPase activating protein 44 [Source:ZFIN;Acc:ZDB-GENE-120206-2],100333556
CR392012.1,ENSDARG00000094611,,NA
plppr4a,ENSDARG00000079671,phospholipid phosphatase related 4a [Source:ZFIN;Acc:ZDB-GENE-070705-280],559888
adad2,ENSDARG00000105626,adenosine deaminase domain containing 2 [Source:ZFIN;Acc:ZDB-GENE-130530-788],558824
si:ch211-219a15.4,ENSDARG00000068951,si:ch211-219a15.4 [Source:ZFIN;Acc:ZDB-GENE-060503-308],563138
CR927050.2,ENSDARG00000099669,si:ch211-145h19.2 [Source:NCBI gene;Acc:101882828],101882828
BX571825.11,ENSDARG00000093840,,NA
obscna,ENSDARG00000043309,"obscurin, cytoskeletal calmodulin and titin-interacting RhoGEF a [Source:ZFIN;Acc:ZDB-GENE-040812-4]",NA
ngfb,ENSDARG00000014050,nerve growth factor b (beta polypeptide) [Source:ZFIN;Acc:ZDB-GENE-000629-2],58133
veph1,ENSDARG00000031095,ventricular zone expressed PH domain-containing 1 [Source:ZFIN;Acc:ZDB-GENE-041014-375],405756
man1b1a,ENSDARG00000073792,"mannosidase, alpha, class 1B, member 1a [Source:ZFIN;Acc:ZDB-GENE-091116-34]",562592
CR854989.1,ENSDARG00000097514,,NA
si:ch211-167b20.8,ENSDARG00000097877,si:ch211-167b20.8 [Source:ZFIN;Acc:ZDB-GENE-081104-147],571155
gas2l1,ENSDARG00000078803,growth arrest-specific 2 like 1 [Source:ZFIN;Acc:ZDB-GENE-070705-38],572219
ctsbb,ENSDARG00000101051,cathepsin Bb [Source:ZFIN;Acc:ZDB-GENE-070323-1],569298
hnmt,ENSDARG00000012796,histamine N-methyltransferase [Source:ZFIN;Acc:ZDB-GENE-040801-157],445242
BX544876.1,ENSDARG00000094262,,NA
ece1,ENSDARG00000061737,endothelin converting enzyme 1 [Source:ZFIN;Acc:ZDB-GENE-061110-100],777750
uckl1a,ENSDARG00000001686,uridine-cytidine kinase 1-like 1a [Source:ZFIN;Acc:ZDB-GENE-040724-238],570547
ptx3a,ENSDARG00000068275,"pentraxin 3, long a [Source:ZFIN;Acc:ZDB-GENE-030131-8720]",101887125
klf8,ENSDARG00000060661,Kruppel-like factor 8 [Source:ZFIN;Acc:ZDB-GENE-070424-152],562805
ZNF335,ENSDARG00000076920,zinc finger protein 335 [Source:HGNC Symbol;Acc:HGNC:15807],100148891
necab1,ENSDARG00000056566,N-terminal EF-hand calcium binding protein 1 [Source:ZFIN;Acc:ZDB-GENE-050417-395],550546
si:ch73-34h11.1,ENSDARG00000104422,si:ch73-34h11.1 [Source:ZFIN;Acc:ZDB-GENE-131120-162],NA
hnf1ba,ENSDARG00000006615,HNF1 homeobox Ba [Source:ZFIN;Acc:ZDB-GENE-020104-1],792391
oclnb,ENSDARG00000003091,occludin b [Source:ZFIN;Acc:ZDB-GENE-041212-43],494075
pamr1,ENSDARG00000093480,peptidase domain containing associated with muscle regeneration 1 [Source:ZFIN;Acc:ZDB-GENE-100422-12],100330319
CU986305.1,ENSDARG00000095507,,NA
hapln3,ENSDARG00000045802,hyaluronan and proteoglycan link protein 3 [Source:ZFIN;Acc:ZDB-GENE-040426-2089],406374
si:dkeyp-66d1.7,ENSDARG00000038709,si:dkeyp-66d1.7 [Source:ZFIN;Acc:ZDB-GENE-070912-662],561899
dhx38,ENSDARG00000100013,DEAH (Asp-Glu-Ala-His) box polypeptide 38 [Source:ZFIN;Acc:ZDB-GENE-040426-1144],393850
il21r.2,ENSDARG00000078649,"interleukin 21 receptor, tandem duplicate 2 [Source:ZFIN;Acc:ZDB-GENE-080108-7]",100134975
si:ch73-160h15.3,ENSDARG00000094160,si:ch73-160h15.3 [Source:ZFIN;Acc:ZDB-GENE-100922-213],100334658
si:ch211-224l10.4,ENSDARG00000088762,si:ch211-224l10.4 [Source:ZFIN;Acc:ZDB-GENE-090312-125],570038
c1galt1b,ENSDARG00000055561,"core 1 synthase, glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase, 1b [Source:ZFIN;Acc:ZDB-GENE-030131-9075]",337131
ftr66,ENSDARG00000005327,"finTRIM family, member 66 [Source:ZFIN;Acc:ZDB-GENE-070912-661]",561829
gucy1b1,ENSDARG00000086790,guanylate cyclase 1 soluble subunit beta 1 [Source:ZFIN;Acc:ZDB-GENE-090313-160],100150304
pou3f2b,ENSDARG00000076262,POU class 3 homeobox 2b [Source:ZFIN;Acc:ZDB-GENE-980526-370],30397
usp18,ENSDARG00000088078,ubiquitin specific peptidase 18 [Source:ZFIN;Acc:ZDB-GENE-100210-2],100334535
dixdc1a,ENSDARG00000025302,DIX domain containing 1a [Source:ZFIN;Acc:ZDB-GENE-030721-2],360137
kcnj19b,ENSDARG00000062672,"potassium voltage-gated channel, subfamily J, member 19b [Source:ZFIN;Acc:ZDB-GENE-121214-60]",100000044
gbgt1l3,ENSDARG00000035555,"globoside alpha-1,3-N-acetylgalactosaminyltransferase 1, like 3 [Source:ZFIN;Acc:ZDB-GENE-040912-46]",447881
si:rp71-77l1.2,ENSDARG00000097752,si:rp71-77l1.2 [Source:ZFIN;Acc:ZDB-GENE-131127-184],100151162
sp5a,ENSDARG00000076571,Sp5 transcription factor a [Source:ZFIN;Acc:ZDB-GENE-030430-2],353154
serpinc1,ENSDARG00000042684,"serpin peptidase inhibitor, clade C (antithrombin), member 1 [Source:ZFIN;Acc:ZDB-GENE-030131-264]",321545
il21r.1,ENSDARG00000069961,"interleukin 21 receptor, tandem duplicate 1 [Source:ZFIN;Acc:ZDB-GENE-080108-6]",100134976
si:ch211-258f1.3,ENSDARG00000105119,si:ch211-258f1.3 [Source:ZFIN;Acc:ZDB-GENE-070912-252],108183940
cblc,ENSDARG00000078217,"Cbl proto-oncogene C, E3 ubiquitin protein ligase [Source:ZFIN;Acc:ZDB-GENE-080220-20]",565383
znf281b,ENSDARG00000035910,zinc finger protein 281b [Source:ZFIN;Acc:ZDB-GENE-050220-1],503523
kcnip2,ENSDARG00000075846,Kv channel interacting protein 2 [Source:ZFIN;Acc:ZDB-GENE-081031-91],100003947
dnajc5ga,ENSDARG00000041896,"DnaJ (Hsp40) homolog, subfamily C, member 5 gamma a [Source:ZFIN;Acc:ZDB-GENE-030131-1583]",322863
g6pcb,ENSDARG00000014967,"glucose-6-phosphatase b, catalytic subunit [Source:ZFIN;Acc:ZDB-GENE-081223-2]",100000750
tm9sf2,ENSDARG00000003866,transmembrane 9 superfamily member 2 [Source:ZFIN;Acc:ZDB-GENE-030131-6302],334370
suclg1,ENSDARG00000052712,"succinate-CoA ligase, alpha subunit [Source:ZFIN;Acc:ZDB-GENE-040912-101]",436850
chchd1,ENSDARG00000029100,coiled-coil-helix-coiled-coil-helix domain containing 1 [Source:ZFIN;Acc:ZDB-GENE-060810-176],557606
adgrd2,ENSDARG00000103067,adhesion G protein-coupled receptor D2 [Source:ZFIN;Acc:ZDB-GENE-081104-190],571770
si:ch211-231i17.3,ENSDARG00000092140,si:ch211-231i17.3 [Source:ZFIN;Acc:ZDB-GENE-081104-47],NA
ankrd40,ENSDARG00000076490,ankyrin repeat domain 40 [Source:ZFIN;Acc:ZDB-GENE-120612-2],100005118
si:ch211-51a6.2,ENSDARG00000030967,si:ch211-51a6.2 [Source:ZFIN;Acc:ZDB-GENE-090313-118],562156
glra2,ENSDARG00000075012,"glycine receptor, alpha 2 [Source:ZFIN;Acc:ZDB-GENE-090407-1]",793646
BX571825.1,ENSDARG00000074426,,NA
gata4,ENSDARG00000098952,GATA binding protein 4 [Source:ZFIN;Acc:ZDB-GENE-980526-476],30483
si:dkey-56f14.7,ENSDARG00000055400,si:dkey-56f14.7 [Source:ZFIN;Acc:ZDB-GENE-131121-78],100005846
irge4,ENSDARG00000070317,"immunity-related GTPase family, e4 [Source:ZFIN;Acc:ZDB-GENE-051212-2]",100033386
nfasca,ENSDARG00000061099,neurofascin homolog (chicken) a [Source:ZFIN;Acc:ZDB-GENE-080229-6],100141490
si:dkey-16p6.1,ENSDARG00000111518,si:dkey-16p6.1 [Source:ZFIN;Acc:ZDB-GENE-081103-43],108183920
irgq1,ENSDARG00000086847,"immunity-related GTPase family, q1 [Source:ZFIN;Acc:ZDB-GENE-051212-3]",565312
hmcn2,ENSDARG00000086060,hemicentin 2 [Source:ZFIN;Acc:ZDB-GENE-030131-9765],NA
crtac1b,ENSDARG00000102517,cartilage acidic protein 1b [Source:ZFIN;Acc:ZDB-GENE-090312-28],565516
hs3st1l2,ENSDARG00000035578,heparan sulfate (glucosamine) 3-O-sulfotransferase 1-like 2 [Source:ZFIN;Acc:ZDB-GENE-070202-3],562344
znf1098,ENSDARG00000110769,zinc finger protein 1098 [Source:ZFIN;Acc:ZDB-GENE-110914-13],NA
th2,ENSDARG00000038384,tyrosine hydroxylase 2 [Source:ZFIN;Acc:ZDB-GENE-050201-1],414844
fkbpl,ENSDARG00000095322,FK506 binding protein like [Source:ZFIN;Acc:ZDB-GENE-030131-4744],100149636
si:ch211-231i17.4,ENSDARG00000094903,si:ch211-231i17.4 [Source:ZFIN;Acc:ZDB-GENE-110914-104],NA
si:dkey-11d20.1,ENSDARG00000100090,si:dkey-11d20.1 [Source:ZFIN;Acc:ZDB-GENE-070705-291],100006562
vbp1,ENSDARG00000030241,von Hippel-Lindau binding protein 1 [Source:ZFIN;Acc:ZDB-GENE-050522-494],553651
snapc2,ENSDARG00000036473,"small nuclear RNA activating complex, polypeptide 2 [Source:ZFIN;Acc:ZDB-GENE-120328-2]",566292
gbp3,ENSDARG00000003244,guanylate binding protein 3 [Source:ZFIN;Acc:ZDB-GENE-070912-176],100170660
